time,state,action,new_state,cost,new_state_val_opt,total_cost_opt
12,"[0, 0, 0]","[(5, 0), (0, 0), (5, 0)]","[5, 0, 5]",4540.168017206825,-1465.8250475257541,3074.3429696810713
12,"[0, 0, 5]","[(5, 0), (0, 0), (0, 0)]","[5, 0, 5]",4437.584008603413,-1465.8250475257541,2971.758961077659
12,"[0, 0, 10]","[(10, 0), (0, 0), (0, 1)]","[10, 0, 0]",1072.1680172068257,165.4433819792047,1237.6113991860304
12,"[0, 0, 15]","[(5, 0), (0, 0), (0, 1)]","[5, 0, 5]",969.5840086034127,-1465.8250475257541,-496.24103892234143
12,"[0, 0, 20]","[(5, 0), (0, 0), (0, 1)]","[5, 0, 10]",969.5840086034127,-1518.5478949920769,-548.9638863886642
12,"[0, 5, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",2806.1680172068254,-1465.8250475257541,1340.3429696810713
12,"[0, 5, 5]","[(5, 0), (0, 1), (0, 0)]","[5, 0, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[0, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 0]",-661.8319827931743,165.4433819792047,-496.3886008139697
12,"[0, 5, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",-764.4159913965872,-1465.8250475257541,-2230.2410389223414
12,"[0, 5, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 10]",-764.4159913965872,-1518.5478949920769,-2282.963886388664
12,"[0, 10, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 5, 5]",2806.1680172068254,-1465.8250475257541,1340.3429696810713
12,"[0, 10, 5]","[(5, 0), (0, 1), (0, 0)]","[5, 5, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[0, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 5, 0]",-661.8319827931743,165.4433819792047,-496.3886008139697
12,"[0, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 5]",-764.4159913965872,-1465.8250475257541,-2230.2410389223414
12,"[0, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 10]",-764.4159913965872,-1518.5478949920769,-2282.963886388664
12,"[0, 15, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 10, 5]",2806.1680172068254,-1465.8250475257541,1340.3429696810713
12,"[0, 15, 5]","[(5, 0), (0, 1), (0, 0)]","[5, 10, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[0, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 10, 0]",-661.8319827931743,165.4433819792047,-496.3886008139697
12,"[0, 15, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 5]",-764.4159913965872,-1465.8250475257541,-2230.2410389223414
12,"[0, 15, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 10]",-764.4159913965872,-1518.5478949920769,-2282.963886388664
12,"[0, 20, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 15, 5]",2806.1680172068254,-1465.8250475257541,1340.3429696810713
12,"[0, 20, 5]","[(5, 0), (0, 1), (0, 0)]","[5, 15, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[0, 20, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 15, 0]",-661.8319827931743,165.4433819792047,-496.3886008139697
12,"[0, 20, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 5]",-764.4159913965872,-1465.8250475257541,-2230.2410389223414
12,"[0, 20, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 10]",-764.4159913965872,-1518.5478949920769,-2282.963886388664
12,"[5, 0, 0]","[(0, 1), (0, 0), (5, 0)]","[5, 0, 5]",4437.584008603413,-1465.8250475257541,2971.758961077659
12,"[5, 0, 5]","[(0, 1), (0, 0), (0, 0)]","[5, 0, 5]",4335.0,-1465.8250475257541,2869.174952474246
12,"[5, 0, 10]","[(10, 0), (0, 0), (0, 1)]","[15, 0, 0]",1072.1680172068257,62.71181148416349,1134.8798286909891
12,"[5, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 5]",867.0,-1465.8250475257541,-598.8250475257541
12,"[5, 0, 20]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 10]",867.0,-1518.5478949920769,-651.5478949920769
12,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[5, 5, 5]","[(0, 1), (0, 1), (0, 0)]","[5, 0, 5]",2601.0,-1465.8250475257541,1135.1749524742459
12,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 0]",-661.8319827931743,62.71181148416349,-599.1201713090109
12,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-867.0,-1465.8250475257541,-2332.825047525754
12,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-867.0,-1518.5478949920769,-2385.547894992077
12,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[5, 10, 5]","[(0, 1), (0, 1), (0, 0)]","[5, 5, 5]",2601.0,-1465.8250475257541,1135.1749524742459
12,"[5, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 0]",-661.8319827931743,62.71181148416349,-599.1201713090109
12,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-867.0,-1465.8250475257541,-2332.825047525754
12,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-867.0,-1518.5478949920769,-2385.547894992077
12,"[5, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[5, 15, 5]","[(0, 1), (0, 1), (0, 0)]","[5, 10, 5]",2601.0,-1465.8250475257541,1135.1749524742459
12,"[5, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 0]",-661.8319827931743,62.71181148416349,-599.1201713090109
12,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-867.0,-1465.8250475257541,-2332.825047525754
12,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-867.0,-1518.5478949920769,-2385.547894992077
12,"[5, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 5]",2703.5840086034127,-1465.8250475257541,1237.7589610776586
12,"[5, 20, 5]","[(0, 1), (0, 1), (0, 0)]","[5, 15, 5]",2601.0,-1465.8250475257541,1135.1749524742459
12,"[5, 20, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 0]",-661.8319827931743,62.71181148416349,-599.1201713090109
12,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",-867.0,-1465.8250475257541,-2332.825047525754
12,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-867.0,-1518.5478949920769,-2385.547894992077
12,"[10, 0, 0]","[(0, 1), (0, 0), (5, 0)]","[10, 0, 5]",4437.584008603413,-1568.5566180207952,2869.027390582618
12,"[10, 0, 5]","[(0, 1), (0, 0), (0, 0)]","[10, 0, 5]",4335.0,-1568.5566180207952,2766.443381979205
12,"[10, 0, 10]","[(5, 0), (0, 0), (0, 1)]","[15, 0, 0]",969.5840086034127,62.71181148416349,1032.2958200875762
12,"[10, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 5]",867.0,-1568.5566180207952,-701.5566180207952
12,"[10, 0, 20]","[(0, 1), (0, 0), (0, 1)]","[10, 0, 10]",867.0,-1621.279465487118,-754.2794654871179
12,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",2703.5840086034127,-1568.5566180207952,1135.0273905826175
12,"[10, 5, 5]","[(0, 1), (0, 1), (0, 0)]","[10, 0, 5]",2601.0,-1568.5566180207952,1032.4433819792048
12,"[10, 5, 10]","[(5, 0), (0, 1), (0, 1)]","[15, 0, 0]",-764.4159913965872,62.71181148416349,-701.7041799124237
12,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",-867.0,-1568.5566180207952,-2435.556618020795
12,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",-867.0,-1621.279465487118,-2488.2794654871177
