time,state,action,new_state,cost,new_state_val,total_cost
12,[0],"[(10, 0)]",[10.0],21961.801720682568,0.0,21961.801720682568
12,[0],"[(5, 0)]",[5.0],11703.400860341284,0.0,11703.400860341284
12,[0],"[(0, 1)]",[-10.0],-8670.000000000002,Inf,Inf
12,[5],"[(10, 0)]",[15.0],21961.801720682568,0.0,21961.801720682568
12,[5],"[(5, 0)]",[10.0],11703.400860341284,0.0,11703.400860341284
12,[5],"[(0, 1)]",[-5.0],-8670.000000000002,Inf,Inf
12,[10],"[(10, 0)]",[20.0],21961.801720682568,0.0,21961.801720682568
12,[10],"[(5, 0)]",[15.0],11703.400860341284,0.0,11703.400860341284
12,[10],"[(0, 1)]",[0.0],-8670.000000000002,0.0,-8670.000000000002
12,[15],"[(10, 0)]",[25.0],21961.801720682568,Inf,Inf
12,[15],"[(5, 0)]",[20.0],11703.400860341284,0.0,11703.400860341284
12,[15],"[(0, 1)]",[5.0],-8670.000000000002,0.0,-8670.000000000002
12,[20],"[(10, 0)]",[30.0],21961.801720682568,Inf,Inf
12,[20],"[(5, 0)]",[25.0],11703.400860341284,Inf,Inf
12,[20],"[(0, 1)]",[10.0],-8670.000000000002,0.0,-8670.000000000002
