time,state,action,new_state,cost,new_state_val,total_cost
17,[0],"[(10, 0)]",[10.0],11122.56949326455,0.0,11122.56949326455
17,[0],"[(5, 0)]",[5.0],5850.284746632275,0.0,5850.284746632275
17,[0],"[(0, 1)]",[-4.0],-3468.0000000000005,Inf,Inf
17,[5],"[(10, 0)]",[15.0],11122.56949326455,0.0,11122.56949326455
17,[5],"[(5, 0)]",[10.0],5850.284746632275,0.0,5850.284746632275
17,[5],"[(0, 1)]",[1.0],-3468.0000000000005,0.0,-3468.0000000000005
17,[10],"[(10, 0)]",[20.0],11122.56949326455,0.0,11122.56949326455
17,[10],"[(5, 0)]",[15.0],5850.284746632275,0.0,5850.284746632275
17,[10],"[(0, 1)]",[6.0],-3468.0000000000005,0.0,-3468.0000000000005
17,[15],"[(10, 0)]",[25.0],11122.56949326455,Inf,Inf
17,[15],"[(5, 0)]",[20.0],5850.284746632275,0.0,5850.284746632275
17,[15],"[(0, 1)]",[11.0],-3468.0000000000005,0.0,-3468.0000000000005
17,[20],"[(10, 0)]",[30.0],11122.56949326455,Inf,Inf
17,[20],"[(5, 0)]",[25.0],5850.284746632275,Inf,Inf
17,[20],"[(0, 1)]",[16.0],-3468.0000000000005,0.0,-3468.0000000000005
