time,state,action,new_state,cost,new_state_val,total_cost
8,[0],"[(10, 0)]",[10.0],1301.3932763977268,0.0,1301.3932763977268
8,[0],"[(5, 0)]",[5.0],1228.6966381988636,0.0,1228.6966381988636
8,[0],"[(0, 1)]",[-8.0],-6936.000000000001,Inf,Inf
8,[5],"[(10, 0)]",[15.0],1301.3932763977268,0.0,1301.3932763977268
8,[5],"[(5, 0)]",[10.0],1228.6966381988636,0.0,1228.6966381988636
8,[5],"[(0, 1)]",[-3.0],-6936.000000000001,Inf,Inf
8,[10],"[(10, 0)]",[20.0],1301.3932763977268,0.0,1301.3932763977268
8,[10],"[(5, 0)]",[15.0],1228.6966381988636,0.0,1228.6966381988636
8,[10],"[(0, 1)]",[2.0],-6936.000000000001,0.0,-6936.000000000001
8,[15],"[(10, 0)]",[25.0],1301.3932763977268,Inf,Inf
8,[15],"[(5, 0)]",[20.0],1228.6966381988636,0.0,1228.6966381988636
8,[15],"[(0, 1)]",[7.0],-6936.000000000001,0.0,-6936.000000000001
8,[20],"[(10, 0)]",[30.0],1301.3932763977268,Inf,Inf
8,[20],"[(5, 0)]",[25.0],1228.6966381988636,Inf,Inf
8,[20],"[(0, 1)]",[12.0],-6936.000000000001,0.0,-6936.000000000001
