time,state,action,new_state,cost,new_state_val,total_cost
17,"[0, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 10]",34523.70847979365,0.0,34523.70847979365
17,"[0, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 10]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[-10, 10, 10]",19644.1389865291,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 10]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 10]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[-10, 5, 10]",14371.854239896824,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 10]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 10]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[-10, 0, 10]",9099.56949326455,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 5]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 5]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[-10, 10, 5]",14371.854239896824,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 5]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[-10, 5, 5]",9099.56949326455,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 5]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",13434.56949326455,0.0,13434.56949326455
17,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[-10, 0, 5]",3827.2847466322746,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 0]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 0]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 0]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 0]","[(0, 1), (10, 0), (0, 1)]","[-10, 10, 0]",9099.56949326455,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 0]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 0]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 0]",13434.56949326455,0.0,13434.56949326455
17,"[0, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[-10, 5, 0]",3827.2847466322746,Inf,Inf
17,"[0, 0, 0]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 0]",13434.56949326455,0.0,13434.56949326455
17,"[0, 0, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",8162.2847466322755,0.0,8162.2847466322755
17,"[0, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[-10, 0, 0]",-1445.0,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 15]",34523.70847979365,0.0,34523.70847979365
17,"[0, 0, 5]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 15]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[-10, 10, 15]",19644.1389865291,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 15]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 5]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 15]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 5]","[(0, 1), (5, 0), (10, 0)]","[-10, 5, 15]",14371.854239896824,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 15]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 5]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 15]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 5]","[(0, 1), (0, 1), (10, 0)]","[-10, 0, 15]",9099.56949326455,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 10]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 5]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 10]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 5]","[(0, 1), (10, 0), (5, 0)]","[-10, 10, 10]",14371.854239896824,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 10]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 5]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 10]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[-10, 5, 10]",9099.56949326455,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 10]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 5]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 10]",13434.56949326455,0.0,13434.56949326455
17,"[0, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[-10, 0, 10]",3827.2847466322746,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 5]",23979.1389865291,0.0,23979.1389865291
17,"[0, 0, 5]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 5]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 5]","[(0, 1), (10, 0), (0, 1)]","[-10, 10, 5]",9099.56949326455,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 5]",18706.854239896824,0.0,18706.854239896824
17,"[0, 0, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 5]",13434.56949326455,0.0,13434.56949326455
17,"[0, 0, 5]","[(0, 1), (5, 0), (0, 1)]","[-10, 5, 5]",3827.2847466322746,Inf,Inf
17,"[0, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 5]",13434.56949326455,0.0,13434.56949326455
17,"[0, 0, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",8162.2847466322755,0.0,8162.2847466322755
17,"[0, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[-10, 0, 5]",-1445.0,Inf,Inf
17,"[0, 0, 10]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 20]",34523.70847979365,0.0,34523.70847979365
17,"[0, 0, 10]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 20]",29251.423733161373,0.0,29251.423733161373
17,"[0, 0, 10]","[(0, 1), (10, 0), (10, 0)]","[-10, 10, 20]",19644.1389865291,Inf,Inf
17,"[0, 0, 10]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 20]",29251.423733161373,0.0,29251.423733161373
