time,state,action,new_state,cost,new_state_cost,total_cost
16,"[0, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 10]",230.68694268000002,0.0,230.68694268000002
16,"[0, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 10]",192.2391189,0.0,192.2391189
16,"[0, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[0, 10, 10]",153.79129512,0.0,153.79129512
16,"[0, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 10]",192.2391189,0.0,192.2391189
16,"[0, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 10]",153.79129512,0.0,153.79129512
16,"[0, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[0, 5, 10]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 10]",153.79129512,0.0,153.79129512
16,"[0, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 10]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[0, 0, 10]",76.89564756,0.0,76.89564756
16,"[0, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 5]",192.2391189,0.0,192.2391189
16,"[0, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 5]",153.79129512,0.0,153.79129512
16,"[0, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[0, 10, 5]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 5]",153.79129512,0.0,153.79129512
16,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 5]",76.89564756,0.0,76.89564756
16,"[0, 0, 0]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 5]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",76.89564756,0.0,76.89564756
16,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 5]",38.44782378,0.0,38.44782378
16,"[0, 0, 0]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 0]",153.79129512,0.0,153.79129512
16,"[0, 0, 0]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 0]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(0, 1), (10, 0), (0, 1)]","[0, 10, 0]",76.89564756,0.0,76.89564756
16,"[0, 0, 0]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 0]",115.34347134000001,0.0,115.34347134000001
16,"[0, 0, 0]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 0]",76.89564756,0.0,76.89564756
16,"[0, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 0]",38.44782378,0.0,38.44782378
16,"[0, 0, 0]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 0]",76.89564756,0.0,76.89564756
16,"[0, 0, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",38.44782378,0.0,38.44782378
16,"[0, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",0.0,0.0,0.0
16,"[0, 0, 5]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 15]",230.68694268000002,0.0,230.68694268000002
16,"[0, 0, 5]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 15]",192.2391189,0.0,192.2391189
16,"[0, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[0, 10, 15]",153.79129512,0.0,153.79129512
