time,state,action,new_state,cost,new_state_val,total_cost
13,"[0, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 10]",64528.942297024725,0.0,64528.942297024725
13,"[0, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 10]",54255.7852475206,0.0,54255.7852475206
13,"[0, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[0, 10, 10]",43982.628198016486,0.0,43982.628198016486
13,"[0, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 10]",54255.7852475206,0.0,54255.7852475206
13,"[0, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 10]",43982.628198016486,0.0,43982.628198016486
13,"[0, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[0, 5, 10]",33709.47114851236,0.0,33709.47114851236
13,"[0, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 10]",43982.628198016486,0.0,43982.628198016486
13,"[0, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 10]",33709.47114851236,0.0,33709.47114851236
13,"[0, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[0, 0, 10]",23436.314099008243,0.0,23436.314099008243
13,"[0, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 5]",54255.78524752061,0.0,54255.78524752061
13,"[0, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 5]",43982.628198016486,0.0,43982.628198016486
13,"[0, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[0, 10, 5]",33709.47114851236,0.0,33709.47114851236
13,"[0, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 5]",43982.628198016486,0.0,43982.628198016486
13,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",33709.47114851236,0.0,33709.47114851236
13,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 5]",23436.314099008243,0.0,23436.314099008243
