time,state,action,new_state,cost,new_state_val,total_cost
15,[0],"[(10, 0)]",[10.0],25686.311898947773,0.0,25686.311898947773
15,[0],"[(5, 0)]",[5.0],12915.405949473887,0.0,12915.405949473887
15,[0],"[(0, 1)]",[-1.0],-867.0000000000001,Inf,Inf
15,[5],"[(10, 0)]",[15.0],25686.311898947773,0.0,25686.311898947773
15,[5],"[(5, 0)]",[10.0],12915.405949473887,0.0,12915.405949473887
15,[5],"[(0, 1)]",[4.0],-867.0000000000001,0.0,-867.0000000000001
15,[10],"[(10, 0)]",[20.0],25686.311898947773,0.0,25686.311898947773
15,[10],"[(5, 0)]",[15.0],12915.405949473887,0.0,12915.405949473887
15,[10],"[(0, 1)]",[9.0],-867.0000000000001,0.0,-867.0000000000001
15,[15],"[(10, 0)]",[25.0],25686.311898947773,Inf,Inf
15,[15],"[(5, 0)]",[20.0],12915.405949473887,0.0,12915.405949473887
15,[15],"[(0, 1)]",[14.0],-867.0000000000001,0.0,-867.0000000000001
15,[20],"[(10, 0)]",[30.0],25686.311898947773,Inf,Inf
15,[20],"[(5, 0)]",[25.0],12915.405949473887,Inf,Inf
15,[20],"[(0, 1)]",[19.0],-867.0000000000001,0.0,-867.0000000000001
