time,state,action,new_state,cost,new_state_val,total_cost
16,"[0, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 10]",666.6852643508212,-578.0,88.68526435082117
16,"[0, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 10]",555.5710536256843,-578.0,-22.42894637431573
16,"[0, 0, 0]","[(0, 0), (10, 0), (10, 0)]","[0, 10, 10]",444.45684290054743,99422.0,99866.45684290054
16,"[0, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[0, 10, 10]",444.45684290054743,99422.0,99866.45684290054
16,"[0, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 10]",555.5710536256843,-578.0,-22.42894637431573
16,"[0, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 10]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 0]","[(0, 0), (5, 0), (10, 0)]","[0, 5, 10]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[0, 5, 10]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 0]","[(10, 0), (0, 0), (10, 0)]","[10, 0, 10]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 0]","[(5, 0), (0, 0), (10, 0)]","[5, 0, 10]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 0]","[(0, 0), (0, 0), (10, 0)]","[0, 0, 10]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 0]","[(0, 1), (0, 0), (10, 0)]","[0, 0, 10]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 10]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 10]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 0]","[(0, 0), (0, 1), (10, 0)]","[0, 0, 10]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[0, 0, 10]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 5]",555.5710536256843,-578.0,-22.42894637431573
16,"[0, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 5]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 0]","[(0, 0), (10, 0), (5, 0)]","[0, 10, 5]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[0, 10, 5]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 5]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 0]","[(0, 0), (5, 0), (5, 0)]","[0, 5, 5]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 5]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 0]","[(10, 0), (0, 0), (5, 0)]","[10, 0, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 0]","[(5, 0), (0, 0), (5, 0)]","[5, 0, 5]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 0]","[(0, 0), (0, 0), (5, 0)]","[0, 0, 5]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 0]","[(0, 1), (0, 0), (5, 0)]","[0, 0, 5]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 0]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 0]","[(0, 0), (0, 1), (5, 0)]","[0, 0, 5]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 5]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 0]","[(10, 0), (10, 0), (0, 0)]","[10, 10, 0]",444.45684290054743,99711.0,100155.45684290054
16,"[0, 0, 0]","[(5, 0), (10, 0), (0, 0)]","[5, 10, 0]",333.3426321754106,99711.0,100044.34263217541
16,"[0, 0, 0]","[(0, 0), (10, 0), (0, 0)]","[0, 10, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(0, 1), (10, 0), (0, 0)]","[0, 10, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(10, 0), (5, 0), (0, 0)]","[10, 5, 0]",333.3426321754106,99711.0,100044.34263217541
16,"[0, 0, 0]","[(5, 0), (5, 0), (0, 0)]","[5, 5, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(0, 0), (5, 0), (0, 0)]","[0, 5, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(0, 1), (5, 0), (0, 0)]","[0, 5, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(10, 0), (0, 0), (0, 0)]","[10, 0, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(5, 0), (0, 0), (0, 0)]","[5, 0, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(0, 0), (0, 0), (0, 0)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(10, 0), (0, 1), (0, 0)]","[10, 0, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(5, 0), (0, 1), (0, 0)]","[5, 0, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(0, 0), (0, 1), (0, 0)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(0, 1), (0, 1), (0, 0)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 0]",444.45684290054743,99711.0,100155.45684290054
16,"[0, 0, 0]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 0]",333.3426321754106,99711.0,100044.34263217541
16,"[0, 0, 0]","[(0, 0), (10, 0), (0, 1)]","[0, 10, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(0, 1), (10, 0), (0, 1)]","[0, 10, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 0]",333.3426321754106,99711.0,100044.34263217541
16,"[0, 0, 0]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(0, 0), (5, 0), (0, 1)]","[0, 5, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(10, 0), (0, 0), (0, 1)]","[10, 0, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(5, 0), (0, 0), (0, 1)]","[5, 0, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(0, 0), (0, 0), (0, 1)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(0, 1), (0, 0), (0, 1)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 0]",222.22842145027371,99711.0,99933.22842145027
16,"[0, 0, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 0]",111.11421072513686,99711.0,99822.11421072514
16,"[0, 0, 0]","[(0, 0), (0, 1), (0, 1)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",0.0,99711.0,99711.0
16,"[0, 0, 5]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 15]",666.6852643508212,-578.0,88.68526435082117
16,"[0, 0, 5]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 15]",555.5710536256843,-578.0,-22.42894637431573
16,"[0, 0, 5]","[(0, 0), (10, 0), (10, 0)]","[0, 10, 15]",444.45684290054743,99422.0,99866.45684290054
16,"[0, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[0, 10, 15]",444.45684290054743,99422.0,99866.45684290054
16,"[0, 0, 5]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 15]",555.5710536256843,-578.0,-22.42894637431573
16,"[0, 0, 5]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 15]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(0, 0), (5, 0), (10, 0)]","[0, 5, 15]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 5]","[(0, 1), (5, 0), (10, 0)]","[0, 5, 15]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 5]","[(10, 0), (0, 0), (10, 0)]","[10, 0, 15]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(5, 0), (0, 0), (10, 0)]","[5, 0, 15]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(0, 0), (0, 0), (10, 0)]","[0, 0, 15]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(0, 1), (0, 0), (10, 0)]","[0, 0, 15]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 15]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 15]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(0, 0), (0, 1), (10, 0)]","[0, 0, 15]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 0, 15]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 10]",555.5710536256843,-578.0,-22.42894637431573
16,"[0, 0, 5]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 10]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(0, 0), (10, 0), (5, 0)]","[0, 10, 10]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 5]","[(0, 1), (10, 0), (5, 0)]","[0, 10, 10]",333.3426321754106,99422.0,99755.34263217541
16,"[0, 0, 5]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 10]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 10]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(0, 0), (5, 0), (5, 0)]","[0, 5, 10]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 10]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(10, 0), (0, 0), (5, 0)]","[10, 0, 10]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(5, 0), (0, 0), (5, 0)]","[5, 0, 10]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 5]","[(0, 0), (0, 0), (5, 0)]","[0, 0, 10]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 5]","[(0, 1), (0, 0), (5, 0)]","[0, 0, 10]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 5]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 10]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 10]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 5]","[(0, 0), (0, 1), (5, 0)]","[0, 0, 10]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 10]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 5]","[(10, 0), (10, 0), (0, 0)]","[10, 10, 5]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(5, 0), (10, 0), (0, 0)]","[5, 10, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(0, 0), (10, 0), (0, 0)]","[0, 10, 5]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(0, 1), (10, 0), (0, 0)]","[0, 10, 5]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(10, 0), (5, 0), (0, 0)]","[10, 5, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(5, 0), (5, 0), (0, 0)]","[5, 5, 5]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 5]","[(0, 0), (5, 0), (0, 0)]","[0, 5, 5]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 5]","[(0, 1), (5, 0), (0, 0)]","[0, 5, 5]",111.11421072513686,99422.0,99533.11421072514
16,"[0, 0, 5]","[(10, 0), (0, 0), (0, 0)]","[10, 0, 5]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 5]","[(5, 0), (0, 0), (0, 0)]","[5, 0, 5]",111.11421072513686,-578.0,-466.88578927486316
16,"[0, 0, 5]","[(0, 0), (0, 0), (0, 0)]","[0, 0, 5]",0.0,99422.0,99422.0
16,"[0, 0, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 5]",0.0,99422.0,99422.0
16,"[0, 0, 5]","[(10, 0), (0, 1), (0, 0)]","[10, 0, 5]",222.22842145027371,-578.0,-355.7715785497263
16,"[0, 0, 5]","[(5, 0), (0, 1), (0, 0)]","[5, 0, 5]",111.11421072513686,-578.0,-466.88578927486316
16,"[0, 0, 5]","[(0, 0), (0, 1), (0, 0)]","[0, 0, 5]",0.0,99422.0,99422.0
16,"[0, 0, 5]","[(0, 1), (0, 1), (0, 0)]","[0, 0, 5]",0.0,99422.0,99422.0
16,"[0, 0, 5]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 5]",444.45684290054743,-578.0,-133.54315709945257
16,"[0, 0, 5]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(0, 0), (10, 0), (0, 1)]","[0, 10, 5]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(0, 1), (10, 0), (0, 1)]","[0, 10, 5]",222.22842145027371,99422.0,99644.22842145027
16,"[0, 0, 5]","[(10, 0), (5, 0), (0, 1)]","[10, 5, 5]",333.3426321754106,-578.0,-244.65736782458941
16,"[0, 0, 5]","[(5, 0), (5, 0), (0, 1)]","[5, 5, 5]",222.22842145027371,-578.0,-355.7715785497263
