time,state,action,new_state,cost,new_state_cost,total_cost
14,"[0, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 10]",1765.2011373,-100.0,1665.2011373
14,"[0, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 10]",1721.00094775,-100.0,1621.00094775
14,"[0, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[-10, 10, 10]",476.8007582,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 10]",1721.00094775,-100.0,1621.00094775
14,"[0, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 10]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[-10, 5, 10]",432.60056865,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 10]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 10]",1632.60056865,-100.0,1532.60056865
14,"[0, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[-10, 0, 10]",388.4003791,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 5]",1721.00094775,-100.0,1621.00094775
14,"[0, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 5]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[-10, 10, 5]",432.60056865,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 5]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 5]",1632.60056865,-100.0,1532.60056865
14,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[-10, 5, 5]",388.4003791,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 5]",1632.60056865,-100.0,1532.60056865
14,"[0, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 5]",1588.4003791,-100.0,1488.4003791
14,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[-10, 0, 5]",344.20018955,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (10, 0), (0, 1)]","[10, 10, -5]",1076.8007582,Inf,Inf
14,"[0, 0, 0]","[(5, 0), (10, 0), (0, 1)]","[5, 10, -5]",1032.60056865,Inf,Inf
14,"[0, 0, 0]","[(0, 1), (10, 0), (0, 1)]","[-10, 10, -5]",-211.5996209,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (5, 0), (0, 1)]","[10, 5, -5]",1032.60056865,Inf,Inf
14,"[0, 0, 0]","[(5, 0), (5, 0), (0, 1)]","[5, 5, -5]",988.4003791,Inf,Inf
14,"[0, 0, 0]","[(0, 1), (5, 0), (0, 1)]","[-10, 5, -5]",-255.79981045,Inf,Inf
14,"[0, 0, 0]","[(10, 0), (0, 1), (0, 1)]","[10, 0, -5]",988.4003791,Inf,Inf
14,"[0, 0, 0]","[(5, 0), (0, 1), (0, 1)]","[5, 0, -5]",944.20018955,Inf,Inf
14,"[0, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[-10, 0, -5]",-300.0,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (10, 0), (10, 0)]","[10, 10, 15]",1765.2011373,-100.0,1665.2011373
14,"[0, 0, 5]","[(5, 0), (10, 0), (10, 0)]","[5, 10, 15]",1721.00094775,-100.0,1621.00094775
14,"[0, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[-10, 10, 15]",476.8007582,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (5, 0), (10, 0)]","[10, 5, 15]",1721.00094775,-100.0,1621.00094775
14,"[0, 0, 5]","[(5, 0), (5, 0), (10, 0)]","[5, 5, 15]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 5]","[(0, 1), (5, 0), (10, 0)]","[-10, 5, 15]",432.60056865,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (0, 1), (10, 0)]","[10, 0, 15]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 5]","[(5, 0), (0, 1), (10, 0)]","[5, 0, 15]",1632.60056865,-100.0,1532.60056865
14,"[0, 0, 5]","[(0, 1), (0, 1), (10, 0)]","[-10, 0, 15]",388.4003791,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (10, 0), (5, 0)]","[10, 10, 10]",1721.00094775,-100.0,1621.00094775
14,"[0, 0, 5]","[(5, 0), (10, 0), (5, 0)]","[5, 10, 10]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 5]","[(0, 1), (10, 0), (5, 0)]","[-10, 10, 10]",432.60056865,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (5, 0), (5, 0)]","[10, 5, 10]",1676.8007582,-100.0,1576.8007582
14,"[0, 0, 5]","[(5, 0), (5, 0), (5, 0)]","[5, 5, 10]",1632.60056865,-100.0,1532.60056865
14,"[0, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[-10, 5, 10]",388.4003791,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (0, 1), (5, 0)]","[10, 0, 10]",1632.60056865,-100.0,1532.60056865
14,"[0, 0, 5]","[(5, 0), (0, 1), (5, 0)]","[5, 0, 10]",1588.4003791,-100.0,1488.4003791
14,"[0, 0, 5]","[(0, 1), (0, 1), (5, 0)]","[-10, 0, 10]",344.20018955,Inf,Inf
14,"[0, 0, 5]","[(10, 0), (10, 0), (0, 1)]","[10, 10, 0]",1076.8007582,-100.0,976.8007582
14,"[0, 0, 5]","[(5, 0), (10, 0), (0, 1)]","[5, 10, 0]",1032.60056865,-100.0,932.60056865
