time,state,action,new_state,cost,new_state_cost,total_cost
12,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 5]",1570.9923935000002,0.0,Inf
12,"[0, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[0, 5, 10]",1570.9923935000002,0.0,Inf
12,"[0, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 0]",335.49619674999997,0.0,Inf
12,"[0, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 5]",335.49619674999997,0.0,Inf
12,"[0, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[0, 5, 10]",335.49619674999997,0.0,Inf
12,"[0, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 5]",935.4961967500001,0.0,Inf
12,"[0, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 10]",935.4961967500001,0.0,Inf
12,"[0, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-300.0,0.0,-300.0
12,"[0, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-300.0,0.0,-300.0
12,"[0, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",-300.0,0.0,-300.0
12,"[0, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 5, 5]",935.4961967500001,0.0,Inf
12,"[0, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 5, 10]",935.4961967500001,0.0,Inf
12,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-300.0,0.0,-300.0
12,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-300.0,0.0,-300.0
12,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-300.0,0.0,-300.0
12,"[0, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 5]",935.4961967500001,0.0,Inf
12,"[0, 15, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 10]",935.4961967500001,0.0,Inf
12,"[0, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-300.0,0.0,-300.0
12,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-300.0,0.0,-300.0
12,"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-300.0,0.0,-300.0
12,"[0, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 15, 5]",935.4961967500001,0.0,Inf
12,"[0, 20, 5]","[(0, 1), (0, 1), (5, 0)]","[0, 15, 10]",935.4961967500001,0.0,Inf
12,"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",-300.0,0.0,-300.0
12,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",-300.0,0.0,-300.0
12,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-300.0,0.0,-300.0
12,"[5, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[5, 5, 5]",1570.9923935000002,0.0,Inf
12,"[5, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[5, 5, 10]",1570.9923935000002,0.0,Inf
12,"[5, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 0]",335.49619674999997,0.0,Inf
12,"[5, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 5]",335.49619674999997,0.0,Inf
12,"[5, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 10]",335.49619674999997,0.0,Inf
12,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",935.4961967500001,0.0,Inf
12,"[5, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 10]",935.4961967500001,0.0,Inf
12,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-300.0,0.0,-300.0
12,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-300.0,0.0,-300.0
12,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-300.0,0.0,-300.0
12,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",935.4961967500001,0.0,Inf
12,"[5, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 10]",935.4961967500001,0.0,Inf
12,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-300.0,0.0,-300.0
12,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-300.0,0.0,-300.0
12,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-300.0,0.0,-300.0
12,"[5, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",935.4961967500001,0.0,Inf
12,"[5, 15, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 10]",935.4961967500001,0.0,Inf
12,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-300.0,0.0,-300.0
12,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-300.0,0.0,-300.0
12,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-300.0,0.0,-300.0
12,"[5, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 5]",935.4961967500001,0.0,Inf
12,"[5, 20, 5]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 10]",935.4961967500001,0.0,Inf
12,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-300.0,0.0,-300.0
12,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",-300.0,0.0,-300.0
12,"[5, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-300.0,0.0,-300.0
12,"[10, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[10, 5, 5]",1570.9923935000002,0.0,Inf
12,"[10, 0, 5]","[(0, 1), (5, 0), (5, 0)]","[10, 5, 10]",1570.9923935000002,0.0,Inf
12,"[10, 0, 10]","[(0, 1), (5, 0), (0, 1)]","[10, 5, 0]",335.49619674999997,0.0,Inf
12,"[10, 0, 15]","[(0, 1), (5, 0), (0, 1)]","[10, 5, 5]",335.49619674999997,0.0,Inf
12,"[10, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[10, 5, 10]",335.49619674999997,0.0,Inf
12,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",935.4961967500001,0.0,Inf
12,"[10, 5, 5]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 10]",935.4961967500001,0.0,Inf
12,"[10, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 0]",-300.0,0.0,-300.0
12,"[10, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 5]",-300.0,0.0,-300.0
12,"[10, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[10, 0, 10]",-300.0,0.0,-300.0
12,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",935.4961967500001,0.0,Inf
12,"[10, 10, 5]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 10]",935.4961967500001,0.0,Inf
12,"[10, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[10, 5, 0]",-300.0,0.0,-300.0
