time,state,action,new_state,cost,new_state_val,total_cost
18,[0],"[(10, 0)]",[10.0],3442.792803568157,0.0,3442.792803568157
18,[0],"[(5, 0)]",[5.0],2443.8964017840785,0.0,2443.8964017840785
18,[0],"[(0, 1)]",[-10.0],-8670.000000000002,Inf,Inf
18,[5],"[(10, 0)]",[15.0],3442.792803568157,0.0,3442.792803568157
18,[5],"[(5, 0)]",[10.0],2443.8964017840785,0.0,2443.8964017840785
18,[5],"[(0, 1)]",[-5.0],-8670.000000000002,Inf,Inf
18,[10],"[(10, 0)]",[20.0],3442.792803568157,0.0,3442.792803568157
18,[10],"[(5, 0)]",[15.0],2443.8964017840785,0.0,2443.8964017840785
18,[10],"[(0, 1)]",[0.0],-8670.000000000002,0.0,-8670.000000000002
18,[15],"[(10, 0)]",[25.0],3442.792803568157,Inf,Inf
18,[15],"[(5, 0)]",[20.0],2443.8964017840785,0.0,2443.8964017840785
18,[15],"[(0, 1)]",[5.0],-8670.000000000002,0.0,-8670.000000000002
18,[20],"[(10, 0)]",[30.0],3442.792803568157,Inf,Inf
18,[20],"[(5, 0)]",[25.0],2443.8964017840785,Inf,Inf
18,[20],"[(0, 1)]",[10.0],-8670.000000000002,0.0,-8670.000000000002
