time,state,action,new_state,cost,new_state_val,total_cost
16,[0],"[(10, 0)]",[10.0],23667.842145027374,0.0,23667.842145027374
16,[0],"[(5, 0)]",[5.0],12556.421072513687,0.0,12556.421072513687
16,[0],"[(0, 1)]",[-10.0],-8670.000000000002,Inf,Inf
16,[5],"[(10, 0)]",[15.0],23667.842145027374,0.0,23667.842145027374
16,[5],"[(5, 0)]",[10.0],12556.421072513687,0.0,12556.421072513687
16,[5],"[(0, 1)]",[-5.0],-8670.000000000002,Inf,Inf
16,[10],"[(10, 0)]",[20.0],23667.842145027374,0.0,23667.842145027374
16,[10],"[(5, 0)]",[15.0],12556.421072513687,0.0,12556.421072513687
16,[10],"[(0, 1)]",[0.0],-8670.000000000002,0.0,-8670.000000000002
16,[15],"[(10, 0)]",[25.0],23667.842145027374,Inf,Inf
16,[15],"[(5, 0)]",[20.0],12556.421072513687,0.0,12556.421072513687
16,[15],"[(0, 1)]",[5.0],-8670.000000000002,0.0,-8670.000000000002
16,[20],"[(10, 0)]",[30.0],23667.842145027374,Inf,Inf
16,[20],"[(5, 0)]",[25.0],12556.421072513687,Inf,Inf
16,[20],"[(0, 1)]",[10.0],-8670.000000000002,0.0,-8670.000000000002
