time,state,action,new_state,cost,new_state_val,total_cost
11,"[0, 0, 0]","[(10, 0), (10, 0), (10, 0)]","[10.0, 10.0, 10.0]",10644.837395230556,0.0,10644.837395230556
11,"[0, 0, 0]","[(5, 0), (10, 0), (10, 0)]","[5.0, 10.0, 10.0]",9641.36449602546,0.0,9641.36449602546
11,"[0, 0, 0]","[(0, 1), (10, 0), (10, 0)]","[-6.0, 10.0, 10.0]",6036.89159682037,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (5, 0), (10, 0)]","[10.0, 5.0, 10.0]",9641.36449602546,0.0,9641.36449602546
11,"[0, 0, 0]","[(5, 0), (5, 0), (10, 0)]","[5.0, 5.0, 10.0]",8637.89159682037,0.0,8637.89159682037
11,"[0, 0, 0]","[(0, 1), (5, 0), (10, 0)]","[-6.0, 5.0, 10.0]",5033.418697615278,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (0, 1), (10, 0)]","[10.0, -6.0, 10.0]",6036.89159682037,Inf,Inf
11,"[0, 0, 0]","[(5, 0), (0, 1), (10, 0)]","[5.0, -6.0, 10.0]",5033.418697615278,Inf,Inf
11,"[0, 0, 0]","[(0, 1), (0, 1), (10, 0)]","[-6.0, -6.0, 10.0]",1428.9457984101853,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (10, 0), (5, 0)]","[10.0, 10.0, 5.0]",9641.36449602546,0.0,9641.36449602546
11,"[0, 0, 0]","[(5, 0), (10, 0), (5, 0)]","[5.0, 10.0, 5.0]",8637.891596820367,0.0,8637.891596820367
11,"[0, 0, 0]","[(0, 1), (10, 0), (5, 0)]","[-6.0, 10.0, 5.0]",5033.418697615276,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (5, 0), (5, 0)]","[10.0, 5.0, 5.0]",8637.891596820367,0.0,8637.891596820367
11,"[0, 0, 0]","[(5, 0), (5, 0), (5, 0)]","[5.0, 5.0, 5.0]",7634.418697615276,0.0,7634.418697615276
11,"[0, 0, 0]","[(0, 1), (5, 0), (5, 0)]","[-6.0, 5.0, 5.0]",4029.9457984101837,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (0, 1), (5, 0)]","[10.0, -6.0, 5.0]",5033.418697615276,Inf,Inf
11,"[0, 0, 0]","[(5, 0), (0, 1), (5, 0)]","[5.0, -6.0, 5.0]",4029.9457984101837,Inf,Inf
11,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[-6.0, -6.0, 5.0]",425.4728992050916,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (10, 0), (0, 1)]","[10.0, 10.0, -4.0]",6903.891596820369,Inf,Inf
11,"[0, 0, 0]","[(5, 0), (10, 0), (0, 1)]","[5.0, 10.0, -4.0]",5900.418697615276,Inf,Inf
11,"[0, 0, 0]","[(0, 1), (10, 0), (0, 1)]","[-6.0, 10.0, -4.0]",2295.9457984101846,Inf,Inf
11,"[0, 0, 0]","[(10, 0), (5, 0), (0, 1)]","[10.0, 5.0, -4.0]",5900.418697615276,Inf,Inf
