time,state,action,new_state,cost,new_state_val,total_cost
9,[0],"[(10, 0)]",[10.0],1632.6253177015121,0.0,1632.6253177015121
9,[0],"[(5, 0)]",[5.0],1538.812658850756,0.0,1538.812658850756
9,[0],"[(0, 1)]",[-10.0],-8670.000000000002,Inf,Inf
9,[5],"[(10, 0)]",[15.0],1632.6253177015121,0.0,1632.6253177015121
9,[5],"[(5, 0)]",[10.0],1538.812658850756,0.0,1538.812658850756
9,[5],"[(0, 1)]",[-5.0],-8670.000000000002,Inf,Inf
9,[10],"[(10, 0)]",[20.0],1632.6253177015121,0.0,1632.6253177015121
9,[10],"[(5, 0)]",[15.0],1538.812658850756,0.0,1538.812658850756
9,[10],"[(0, 1)]",[0.0],-8670.000000000002,0.0,-8670.000000000002
9,[15],"[(10, 0)]",[25.0],1632.6253177015121,Inf,Inf
9,[15],"[(5, 0)]",[20.0],1538.812658850756,0.0,1538.812658850756
9,[15],"[(0, 1)]",[5.0],-8670.000000000002,0.0,-8670.000000000002
9,[20],"[(10, 0)]",[30.0],1632.6253177015121,Inf,Inf
9,[20],"[(5, 0)]",[25.0],1538.812658850756,Inf,Inf
9,[20],"[(0, 1)]",[10.0],-8670.000000000002,0.0,-8670.000000000002
