state_t8,action_t8,new_state_t8,cost_t8,new_state_val_opt_t8,total_cost_opt_t8,state_t9,action_t9,new_state_t9,cost_t9,new_state_val_cost_t9,total_cost_t9,state_t10,action_t10,new_state_t10,cost_t10,new_state_val_cost_t10,total_cost_t10,state_t11,action_t11,new_state_t11,cost_t11,new_state_val_cost_t11,total_cost_t11,state_t12,action_t12,new_state_t12,cost_t12,new_state_val_cost_t12,total_cost_t12,state_t13,action_t13,new_state_t13,cost_t13,new_state_val_cost_t13,total_cost_t13,state_t14,action_t14,new_state_t14,cost_t14,new_state_val_cost_t14,total_cost_t14,state_t15,action_t15,new_state_t15,cost_t15,new_state_val_cost_t15,total_cost_t15,state_t16,action_t16,new_state_t16,cost_t16,new_state_val_cost_t16,total_cost_t16,state_t17,action_t17,new_state_t17,cost_t17,new_state_val_cost_t17,total_cost_t17,state_t18,action_t18,new_state_t18,cost_t18,new_state_val_cost_t18,total_cost_t18,state_t19,action_t19,new_state_t19,cost_t19,new_state_val_cost_t19,total_cost_t19
"[5, 0, 20]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 20]",2890,-1175.635326,1714.364674,"[5, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",0,-1175.635326,-1175.635326,"[5, 0, 20]","[(0, 1), (5, 0), (0, 1)]","[5, 5, 20]",1.189721439,-1176.825048,-1175.635326,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-578,-598.8250475,-1176.825048,"[5, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 5]",867,-1465.825048,-598.8250475,"[5, 0, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 10]",205.463141,-1724.011036,-1518.547895,"[15, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-867,-857.011036,-1724.011036,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",-289,-568.011036,-857.011036,"[0, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 20]",0,-568.011036,-568.011036,"[5, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",0,-578,-578,"[5, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-289,-289,-578,"[5, 0, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 15]",-289,0,-289
"[5, 5, 0]","[(0, 1), (0, 0), (0, 1)]","[5, 5, 0]",2890,-1172.61288,1717.38712,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",0.938126589,-1173.551007,-1172.61288,"[5, 5, 5]","[(0, 1), (5, 0), (10, 0)]","[5, 10, 15]",3.569164318,-1177.120171,-1173.551007,"[15, 15, 10]","[(5, 0), (0, 1), (0, 1)]","[20, 10, 5]",-567.965271,919.7228475,351.7575765,"[15, 0, 10]","[(0, 0), (0, 0), (0, 1)]","[15, 0, 0]",867,62.71181148,929.7118115,"[5, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 5]",205.463141,-1671.288189,-1465.825048,"[15, 5, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 5, 0]",867,-804.2881885,62.71181148,"[5, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-289,-515.2881885,-804.2881885,"[0, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",0,-515.2881885,-515.2881885,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",52.72284747,-578,-525.2771525,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-289,-289,-578,"[5, 5, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 5, 0]",-289,0,-289
"[5, 5, 5]","[(0, 1), (0, 0), (0, 1)]","[5, 5, 5]",2890,-1173.551007,1716.448993,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",0,-1173.551007,-1173.551007,"[5, 5, 5]","[(0, 1), (5, 0), (10, 0)]","[5, 10, 15]",3.569164318,-1177.120171,-1173.551007,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[5, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 5]",867,-1465.825048,-598.8250475,"[5, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 5]",205.463141,-1671.288189,-1465.825048,"[15, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-867,-804.2881885,-1671.288189,"[5, 5, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-289,-515.2881885,-804.2881885,"[0, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",0,-568.011036,-568.011036,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",0,-578,-578,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-289,-289,-578,"[5, 5, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 5, 0]",-289,0,-289
"[5, 5, 10]","[(0, 1), (0, 0), (0, 1)]","[5, 5, 10]",2890,-1174.740728,1715.259272,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",0,-1174.740728,-1174.740728,"[5, 5, 10]","[(0, 1), (5, 0), (5, 0)]","[5, 10, 15]",2.379442879,-1177.120171,-1174.740728,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[5, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 5]",867,-1465.825048,-598.8250475,"[15, 0, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 0, 0]",0,62.71181148,62.71181148,"[15, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-867,-857.011036,-1724.011036,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-289,-568.011036,-857.011036,"[0, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",0,-568.011036,-568.011036,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",0,-578,-578,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-289,-289,-578,"[5, 5, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 5, 5]",-289,0,-289
"[5, 5, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 5, 15]",2890,-1175.93045,1714.06955,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",0,-1175.93045,-1175.93045,"[5, 5, 15]","[(0, 1), (5, 0), (0, 1)]","[5, 10, 15]",1.189721439,-1177.120171,-1175.93045,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[15, 0, 10]","[(0, 0), (0, 0), (0, 1)]","[15, 0, 0]",867,62.71181148,929.7118115,"[5, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 5]",205.463141,-1671.288189,-1465.825048,"[15, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-867,-857.011036,-1724.011036,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-289,-568.011036,-857.011036,"[0, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",0,-568.011036,-568.011036,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",0,-578,-578,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-289,-289,-578,"[5, 5, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 5, 10]",-289,0,-289
"[5, 5, 20]","[(0, 1), (0, 0), (0, 1)]","[5, 5, 20]",2890,-1176.825048,1713.174952,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",0,-1176.825048,-1176.825048,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",0,-1176.825048,-1176.825048,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-578,-598.8250475,-1176.825048,"[5, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 5]",867,-1465.825048,-598.8250475,"[5, 0, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 10]",205.463141,-1724.011036,-1518.547895,"[15, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-867,-857.011036,-1724.011036,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-289,-568.011036,-857.011036,"[0, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 20]",0,-568.011036,-568.011036,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",0,-578,-578,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-289,-289,-578,"[5, 5, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 5, 15]",-289,0,-289
"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-578,-1171.423159,-1749.423159,"[5, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",0.938126589,-1172.361286,-1171.423159,"[5, 10, 5]","[(0, 1), (0, 1), (10, 0)]","[5, 10, 15]",2.379442879,-1177.120171,-1174.740728,"[15, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[20, 15, 5]",-567.965271,919.7228475,351.7575765,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 5]",205.463141,-1671.288189,-1465.825048,"[15, 10, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 10, 0]",867,-804.2881885,62.71181148,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-289,-515.2881885,-804.2881885,"[0, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",0,-515.2881885,-515.2881885,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",52.72284747,-578,-525.2771525,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-289,-289,-578,"[5, 10, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 0]",-289,0,-289
"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-578,-1172.361286,-1750.361286,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",0,-1172.361286,-1172.361286,"[5, 10, 5]","[(0, 1), (0, 1), (10, 0)]","[5, 10, 15]",2.379442879,-1177.120171,-1174.740728,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",2703.584009,-1568.556618,1135.027391,"[5, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 5]",205.463141,-1671.288189,-1465.825048,"[15, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-867,-804.2881885,-1671.288189,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-289,-515.2881885,-804.2881885,"[0, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",0,-568.011036,-568.011036,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",0,-578,-578,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-289,-289,-578,"[5, 10, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 0]",-289,0,-289
"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-578,-1173.551007,-1751.551007,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",0,-1173.551007,-1173.551007,"[5, 10, 10]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 15]",1.189721439,-1177.120171,-1175.93045,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[15, 5, 5]","[(0, 1), (0, 1), (0, 0)]","[15, 0, 5]",2601,-1671.288189,929.7118115,"[15, 5, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 5, 0]",0,62.71181148,62.71181148,"[15, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-867,-857.011036,-1724.011036,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-289,-568.011036,-857.011036,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",0,-568.011036,-568.011036,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",0,-578,-578,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-289,-289,-578,"[5, 10, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 5]",-289,0,-289
"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",-578,-1174.740728,-1752.740728,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",0,-1174.740728,-1174.740728,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",0,-1177.120171,-1177.120171,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 5]",205.463141,-1671.288189,-1465.825048,"[15, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-867,-857.011036,-1724.011036,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-289,-568.011036,-857.011036,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",0,-568.011036,-568.011036,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",0,-578,-578,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-289,-289,-578,"[5, 10, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 10]",-289,0,-289
"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",-578,-1175.635326,-1753.635326,"[5, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 20]",0,-1175.635326,-1175.635326,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 20]",0,-2910.825048,-2910.825048,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-578,-2332.825048,-2910.825048,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-867,-1465.825048,-2332.825048,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 10]",205.463141,-1724.011036,-1518.547895,"[15, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",-867,-857.011036,-1724.011036,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",-289,-568.011036,-857.011036,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",0,-568.011036,-568.011036,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 20]",0,-578,-578,"[5, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",-289,-289,-578,"[5, 10, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 15]",-289,0,-289
"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 0]",-578,-1172.61288,-1750.61288,"[5, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 5, 5]",0.938126589,-1173.551007,-1172.61288,"[5, 15, 5]","[(0, 1), (0, 1), (10, 0)]","[5, 15, 15]",2.379442879,-1177.120171,-1174.740728,"[15, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[20, 15, 5]",-567.965271,919.7228475,351.7575765,"[5, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 10, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 5]",205.463141,-1671.288189,-1465.825048,"[15, 15, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 15, 0]",867,-804.2881885,62.71181148,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",-289,-515.2881885,-804.2881885,"[0, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",0,-515.2881885,-515.2881885,"[5, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 5]",52.72284747,-578,-525.2771525,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-289,-289,-578,"[5, 15, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 0]",-289,0,-289
"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-578,-1173.551007,-1751.551007,"[5, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",0,-1173.551007,-1173.551007,"[5, 15, 5]","[(0, 1), (0, 1), (10, 0)]","[5, 15, 15]",2.379442879,-1177.120171,-1174.740728,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-578,-599.1201713,-1177.120171,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",2703.584009,-1568.556618,1135.027391,"[5, 10, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 5]",205.463141,-1671.288189,-1465.825048,"[15, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-867,-804.2881885,-1671.288189,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",-289,-515.2881885,-804.2881885,"[0, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",0,-568.011036,-568.011036,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",0,-578,-578,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 0]",-289,-289,-578,"[5, 15, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 0]",-289,0,-289
"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-1174.740728,-1752.740728,"[5, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",0,-1174.740728,-1174.740728,"[5, 15, 10]","[(0, 1), (0, 1), (5, 0)]","[5, 15, 15]",1.189721439,-1177.120171,-1175.93045,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-578,-599.1201713,-1177.120171,"[15, 10, 5]","[(0, 1), (0, 1), (0, 0)]","[15, 5, 5]",2601,-1671.288189,929.7118115,"[15, 10, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 10, 0]",0,62.71181148,62.71181148,"[15, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",-867,-857.011036,-1724.011036,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",-289,-568.011036,-857.011036,"[0, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",0,-568.011036,-568.011036,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",0,-578,-578,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 5]",-289,-289,-578,"[5, 15, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 5]",-289,0,-289
"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",-578,-1175.93045,-1753.93045,"[5, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 15]",0,-1175.93045,-1175.93045,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",0,-1177.120171,-1177.120171,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-578,-599.1201713,-1177.120171,"[5, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 10, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 5]",205.463141,-1671.288189,-1465.825048,"[15, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-867,-857.011036,-1724.011036,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-289,-568.011036,-857.011036,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",0,-568.011036,-568.011036,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",0,-578,-578,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-289,-289,-578,"[5, 15, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 10]",-289,0,-289
"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",-578,-1176.825048,-1754.825048,"[5, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 20]",0,-1176.825048,-1176.825048,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 20]",0,-2910.825048,-2910.825048,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 15]",-578,-2332.825048,-2910.825048,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 5]",-867,-1465.825048,-2332.825048,"[5, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 10]",205.463141,-1724.011036,-1518.547895,"[15, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",-867,-857.011036,-1724.011036,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",-289,-568.011036,-857.011036,"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 20]",0,-568.011036,-568.011036,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 20]",0,-578,-578,"[5, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 15]",-289,-289,-578,"[5, 15, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 15]",-289,0,-289
"[5, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 0]",-578,-1173.802602,-1751.802602,"[5, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 10, 5]",0.938126589,-1174.740728,-1173.802602,"[5, 20, 5]","[(0, 1), (0, 1), (10, 0)]","[5, 20, 15]",2.379442879,-1177.120171,-1174.740728,"[15, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[20, 15, 5]",-567.965271,919.7228475,351.7575765,"[5, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 15, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-289,-515.2881885,-804.2881885,"[0, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",0,-515.2881885,-515.2881885,"[5, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 20, 5]",52.72284747,-578,-525.2771525,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 0]",-289,-289,-578,"[5, 20, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 0]",-289,0,-289
"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",-578,-1174.740728,-1752.740728,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 5]",0,-1174.740728,-1174.740728,"[5, 20, 5]","[(0, 1), (0, 1), (10, 0)]","[5, 20, 15]",2.379442879,-1177.120171,-1174.740728,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-578,-599.1201713,-1177.120171,"[10, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 10, 5]",2703.584009,-1568.556618,1135.027391,"[5, 15, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-289,-515.2881885,-804.2881885,"[0, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",0,-568.011036,-568.011036,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 5]",0,-578,-578,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 0]",-289,-289,-578,"[5, 20, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 0]",-289,0,-289
"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",-578,-1175.93045,-1753.93045,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 10, 10]",0,-1175.93045,-1175.93045,"[5, 20, 10]","[(0, 1), (0, 1), (5, 0)]","[5, 20, 15]",1.189721439,-1177.120171,-1175.93045,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 15, 10]",-578,-599.1201713,-1177.120171,"[15, 15, 5]","[(0, 1), (0, 1), (0, 0)]","[15, 10, 5]",2601,-1671.288189,929.7118115,"[15, 15, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 15, 0]",0,62.71181148,62.71181148,"[10, 20, 10]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 5]",-867,876.988964,9.988964018,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",-289,-568.011036,-857.011036,"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",0,-568.011036,-568.011036,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 10]",0,-578,-578,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 20, 5]",-289,-289,-578,"[5, 20, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 5]",-289,0,-289
