state_t8,action_t8,new_state_t8,cost_t8,new_state_val_opt_t8,total_cost_opt_t8,state_t9,action_t9,new_state_t9,cost_t9,new_state_val_cost_t9,total_cost_t9,state_t10,action_t10,new_state_t10,cost_t10,new_state_val_cost_t10,total_cost_t10,state_t11,action_t11,new_state_t11,cost_t11,new_state_val_cost_t11,total_cost_t11,state_t12,action_t12,new_state_t12,cost_t12,new_state_val_cost_t12,total_cost_t12,state_t13,action_t13,new_state_t13,cost_t13,new_state_val_cost_t13,total_cost_t13,state_t14,action_t14,new_state_t14,cost_t14,new_state_val_cost_t14,total_cost_t14,state_t15,action_t15,new_state_t15,cost_t15,new_state_val_cost_t15,total_cost_t15,state_t16,action_t16,new_state_t16,cost_t16,new_state_val_cost_t16,total_cost_t16,state_t17,action_t17,new_state_t17,cost_t17,new_state_val_cost_t17,total_cost_t17,state_t18,action_t18,new_state_t18,cost_t18,new_state_val_cost_t18,total_cost_t18,state_t19,action_t19,new_state_t19,cost_t19,new_state_val_cost_t19,total_cost_t19
"[0, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-578,-1068.691588,-1646.691588,"[0, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 0, 5]",0.938126589,-1069.629715,-1068.691588,"[0, 10, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 10, 15]",2.379442879,-1074.388601,-1072.009158,"[10, 20, 10]","[(10, 0), (0, 1), (0, 1)]","[20, 15, 5]",-557.930542,919.7228475,361.7923055,"[0, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 0]",-661.8319828,165.443382,-496.3886008,"[5, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-289,-515.2881885,-804.2881885,"[0, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",0,-515.2881885,-515.2881885,"[0, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 5]",52.72284747,-568.011036,-515.2881885,"[0, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 0]",-279.011036,-289,-568.011036,"[5, 10, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 0]",-289,0,-289
"[0, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-578,-1069.629715,-1647.629715,"[0, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",0,-1069.629715,-1069.629715,"[0, 10, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 10, 15]",2.379442879,-1074.388601,-1072.009158,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-578,-496.3886008,-1074.388601,"[10, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 0, 5]",2703.584009,-1568.556618,1135.027391,"[5, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 10, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-289,-515.2881885,-804.2881885,"[0, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",0,-568.011036,-568.011036,"[0, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",0,-568.011036,-568.011036,"[0, 10, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 0]",-279.011036,-289,-568.011036,"[5, 10, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 0]",-289,0,-289
"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",-578,-1070.819436,-1648.819436,"[0, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",0,-1070.819436,-1070.819436,"[0, 10, 10]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 15]",1.189721439,-1074.388601,-1073.198879,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-578,-496.3886008,-1074.388601,"[10, 5, 5]","[(0, 1), (0, 1), (0, 0)]","[10, 0, 5]",2601,-1568.556618,1032.443382,"[10, 5, 0]","[(5, 0), (0, 0), (0, 0)]","[15, 5, 0]",102.7315705,62.71181148,165.443382,"[10, 20, 10]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 5]",-867,876.988964,9.988964018,"[5, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-289,-568.011036,-857.011036,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",0,-568.011036,-568.011036,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",0,-568.011036,-568.011036,"[0, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 5]",-279.011036,-289,-568.011036,"[5, 10, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 5]",-289,0,-289
"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",-578,-1072.009158,-1650.009158,"[0, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",0,-1072.009158,-1072.009158,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",0,-1074.388601,-1074.388601,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-578,-496.3886008,-1074.388601,"[0, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 0, 0]",-661.8319828,165.443382,-496.3886008,"[5, 5, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 15]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 10]",-867,876.988964,9.988964018,"[5, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-289,-568.011036,-857.011036,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",0,-568.011036,-568.011036,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",0,-568.011036,-568.011036,"[0, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 10]",-279.011036,-289,-568.011036,"[5, 10, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 10]",-289,0,-289
"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 20]",-578,-1073.051317,-1651.051317,"[0, 0, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 20]",0,-1073.051317,-1073.051317,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",0,-2808.241039,-2808.241039,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-578,-2230.241039,-2808.241039,"[0, 5, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 0, 5]",-764.4159914,-1465.825048,-2230.241039,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 5, 10]",205.463141,-1724.011036,-1518.547895,"[10, 20, 20]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 15]",-867,876.988964,9.988964018,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",-289,-568.011036,-857.011036,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",0,-568.011036,-568.011036,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",0,-568.011036,-568.011036,"[0, 10, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 15]",-279.011036,-289,-568.011036,"[5, 10, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 10, 15]",-289,0,-289
"[0, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 0]",-578,-1069.88131,-1647.88131,"[0, 5, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 5, 5]",0.938126589,-1070.819436,-1069.88131,"[0, 15, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 15, 15]",2.379442879,-1074.388601,-1072.009158,"[10, 20, 10]","[(10, 0), (0, 1), (0, 1)]","[20, 15, 5]",-557.930542,919.7228475,361.7923055,"[0, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 5, 0]",-661.8319828,165.443382,-496.3886008,"[5, 10, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",-289,-515.2881885,-804.2881885,"[0, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",0,-515.2881885,-515.2881885,"[0, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 15, 5]",52.72284747,-568.011036,-515.2881885,"[0, 15, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 0]",-279.011036,-289,-568.011036,"[5, 15, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 0]",-289,0,-289
"[0, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",-578,-1070.819436,-1648.819436,"[0, 5, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 5]",0,-1070.819436,-1070.819436,"[0, 15, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 15, 15]",2.379442879,-1074.388601,-1072.009158,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-578,-496.3886008,-1074.388601,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",2703.584009,-1568.556618,1135.027391,"[5, 10, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 15, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 0]",-289,-515.2881885,-804.2881885,"[0, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",0,-568.011036,-568.011036,"[0, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",0,-568.011036,-568.011036,"[0, 15, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 0]",-279.011036,-289,-568.011036,"[5, 15, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 0]",-289,0,-289
"[0, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",-578,-1072.009158,-1650.009158,"[0, 5, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 10]",0,-1072.009158,-1072.009158,"[0, 15, 10]","[(0, 1), (0, 1), (5, 0)]","[0, 15, 15]",1.189721439,-1074.388601,-1073.198879,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-578,-496.3886008,-1074.388601,"[10, 10, 5]","[(0, 1), (0, 1), (0, 0)]","[10, 5, 5]",2601,-1568.556618,1032.443382,"[10, 10, 0]","[(5, 0), (0, 0), (0, 0)]","[15, 10, 0]",102.7315705,62.71181148,165.443382,"[10, 20, 10]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 5]",-867,876.988964,9.988964018,"[5, 15, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 5]",-289,-568.011036,-857.011036,"[0, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",0,-568.011036,-568.011036,"[0, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",0,-568.011036,-568.011036,"[0, 15, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 5]",-279.011036,-289,-568.011036,"[5, 15, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 5]",-289,0,-289
"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",-578,-1073.198879,-1651.198879,"[0, 5, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 15]",0,-1073.198879,-1073.198879,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",0,-1074.388601,-1074.388601,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-578,-496.3886008,-1074.388601,"[0, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 5, 0]",-661.8319828,165.443382,-496.3886008,"[5, 10, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 15]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 10]",-867,876.988964,9.988964018,"[5, 15, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-289,-568.011036,-857.011036,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",0,-568.011036,-568.011036,"[0, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",0,-568.011036,-568.011036,"[0, 15, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 10]",-279.011036,-289,-568.011036,"[5, 15, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 10]",-289,0,-289
"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 20]",-578,-1074.241039,-1652.241039,"[0, 5, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 5, 20]",0,-1074.241039,-1074.241039,"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 20]",0,-2808.241039,-2808.241039,"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",-578,-2230.241039,-2808.241039,"[0, 10, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 5, 5]",-764.4159914,-1465.825048,-2230.241039,"[5, 10, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 10, 10]",205.463141,-1724.011036,-1518.547895,"[10, 20, 20]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 15]",-867,876.988964,9.988964018,"[5, 15, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",-289,-568.011036,-857.011036,"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 20]",0,-568.011036,-568.011036,"[0, 15, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 20]",0,-568.011036,-568.011036,"[0, 15, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 15, 15]",-279.011036,-289,-568.011036,"[5, 15, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 15, 15]",-289,0,-289
"[0, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 0]",-578,-1071.071031,-1649.071031,"[0, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 10, 5]",0.938126589,-1072.009158,-1071.071031,"[0, 20, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 20, 15]",2.379442879,-1074.388601,-1072.009158,"[10, 20, 10]","[(10, 0), (0, 1), (0, 1)]","[20, 15, 5]",-557.930542,919.7228475,361.7923055,"[0, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 10, 0]",-661.8319828,165.443382,-496.3886008,"[5, 15, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-289,-515.2881885,-804.2881885,"[0, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",0,-515.2881885,-515.2881885,"[0, 20, 0]","[(0, 1), (0, 1), (5, 0)]","[0, 20, 5]",52.72284747,-568.011036,-515.2881885,"[0, 20, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 0]",-279.011036,-289,-568.011036,"[5, 20, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 0]",-289,0,-289
"[0, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",-578,-1072.009158,-1650.009158,"[0, 10, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 5]",0,-1072.009158,-1072.009158,"[0, 20, 5]","[(0, 1), (0, 1), (10, 0)]","[0, 20, 15]",2.379442879,-1074.388601,-1072.009158,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-578,-496.3886008,-1074.388601,"[10, 15, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 10, 5]",2703.584009,-1568.556618,1135.027391,"[5, 15, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 5]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 0]",-867,929.7118115,62.71181148,"[5, 20, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 0]",-289,-515.2881885,-804.2881885,"[0, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",0,-568.011036,-568.011036,"[0, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",0,-568.011036,-568.011036,"[0, 20, 5]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 0]",-279.011036,-289,-568.011036,"[5, 20, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 0]",-289,0,-289
"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",-578,-1073.198879,-1651.198879,"[0, 10, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 10]",0,-1073.198879,-1073.198879,"[0, 20, 10]","[(0, 1), (0, 1), (5, 0)]","[0, 20, 15]",1.189721439,-1074.388601,-1073.198879,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-578,-496.3886008,-1074.388601,"[10, 15, 5]","[(0, 1), (0, 1), (0, 0)]","[10, 10, 5]",2601,-1568.556618,1032.443382,"[10, 15, 0]","[(5, 0), (0, 0), (0, 0)]","[15, 15, 0]",102.7315705,62.71181148,165.443382,"[10, 20, 10]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 5]",-867,876.988964,9.988964018,"[5, 20, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 5]",-289,-568.011036,-857.011036,"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",0,-568.011036,-568.011036,"[0, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",0,-568.011036,-568.011036,"[0, 20, 10]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 5]",-279.011036,-289,-568.011036,"[5, 20, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 5]",-289,0,-289
"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",-578,-1074.388601,-1652.388601,"[0, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 15]",0,-1074.388601,-1074.388601,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",0,-1074.388601,-1074.388601,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 10]",-578,-496.3886008,-1074.388601,"[0, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[10, 10, 0]",-661.8319828,165.443382,-496.3886008,"[5, 15, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 5]",205.463141,-1671.288189,-1465.825048,"[10, 20, 15]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 10]",-867,876.988964,9.988964018,"[5, 20, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 10]",-289,-568.011036,-857.011036,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",0,-568.011036,-568.011036,"[0, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",0,-568.011036,-568.011036,"[0, 20, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 10]",-279.011036,-289,-568.011036,"[5, 20, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 10]",-289,0,-289
"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",-578,-2808.241039,-3386.241039,"[0, 10, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 10, 20]",0,-2808.241039,-2808.241039,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 20]",0,-2808.241039,-2808.241039,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 15, 15]",-578,-2230.241039,-2808.241039,"[0, 15, 15]","[(5, 0), (0, 1), (0, 1)]","[5, 10, 5]",-764.4159914,-1465.825048,-2230.241039,"[5, 15, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 15, 10]",205.463141,-1724.011036,-1518.547895,"[10, 20, 20]","[(0, 1), (0, 0), (0, 1)]","[0, 20, 15]",-867,876.988964,9.988964018,"[5, 20, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 15]",-289,-568.011036,-857.011036,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 20]",0,-568.011036,-568.011036,"[0, 20, 20]","[(0, 1), (0, 1), (0, 1)]","[0, 20, 20]",0,-568.011036,-568.011036,"[0, 20, 20]","[(5, 0), (0, 1), (0, 1)]","[5, 20, 15]",-279.011036,-289,-568.011036,"[5, 20, 15]","[(0, 1), (0, 0), (0, 0)]","[0, 20, 15]",-289,0,-289
"[5, 0, 0]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 0]",2890,-1171.423159,1718.576841,"[5, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",0.938126589,-1172.361286,-1171.423159,"[5, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[5, 10, 15]",4.758885758,-1177.120171,-1172.361286,"[15, 10, 10]","[(5, 0), (0, 1), (0, 1)]","[20, 5, 5]",-567.965271,919.7228475,351.7575765,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 5]",205.463141,-1671.288189,-1465.825048,"[15, 0, 0]","[(0, 1), (0, 1), (0, 0)]","[5, 0, 0]",867,-804.2881885,62.71181148,"[5, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-289,-515.2881885,-804.2881885,"[0, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",0,-515.2881885,-515.2881885,"[5, 0, 0]","[(0, 1), (0, 1), (5, 0)]","[5, 0, 5]",52.72284747,-578,-525.2771525,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-289,-289,-578,"[5, 0, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 0]",-289,0,-289
"[5, 0, 5]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 5]",2890,-1172.361286,1717.638714,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",0,-1172.361286,-1172.361286,"[5, 0, 5]","[(0, 1), (10, 0), (10, 0)]","[5, 10, 15]",4.758885758,-1177.120171,-1172.361286,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[10, 10, 0]","[(0, 1), (0, 1), (5, 0)]","[10, 5, 5]",2703.584009,-1568.556618,1135.027391,"[5, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 5]",205.463141,-1671.288189,-1465.825048,"[15, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-867,-804.2881885,-1671.288189,"[5, 0, 0]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 0]",-289,-515.2881885,-804.2881885,"[0, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",0,-568.011036,-568.011036,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",0,-578,-578,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 0]",-289,-289,-578,"[5, 0, 0]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 0]",-289,0,-289
"[5, 0, 10]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 10]",2890,-1173.551007,1716.448993,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",0,-1173.551007,-1173.551007,"[5, 0, 10]","[(0, 1), (10, 0), (5, 0)]","[5, 10, 15]",3.569164318,-1177.120171,-1173.551007,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[15, 10, 5]","[(0, 1), (0, 1), (0, 0)]","[15, 5, 5]",2601,-1671.288189,929.7118115,"[15, 0, 0]","[(0, 0), (0, 0), (0, 0)]","[15, 0, 0]",0,62.71181148,62.71181148,"[15, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-867,-857.011036,-1724.011036,"[5, 0, 5]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 5]",-289,-568.011036,-857.011036,"[0, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",0,-568.011036,-568.011036,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",0,-578,-578,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 5]",-289,-289,-578,"[5, 0, 5]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 5]",-289,0,-289
"[5, 0, 15]","[(0, 1), (0, 0), (0, 1)]","[5, 0, 15]",2890,-1174.740728,1715.259272,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",0,-1174.740728,-1174.740728,"[5, 0, 15]","[(0, 1), (10, 0), (0, 1)]","[5, 10, 15]",2.379442879,-1177.120171,-1174.740728,"[5, 10, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 5, 10]",-578,-599.1201713,-1177.120171,"[5, 5, 10]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 0]",-661.8319828,62.71181148,-599.1201713,"[5, 0, 5]","[(10, 0), (0, 1), (0, 1)]","[15, 0, 5]",205.463141,-1671.288189,-1465.825048,"[15, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-867,-857.011036,-1724.011036,"[5, 0, 10]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 10]",-289,-568.011036,-857.011036,"[0, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[0, 0, 15]",0,-568.011036,-568.011036,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 15]",0,-578,-578,"[5, 0, 15]","[(0, 1), (0, 1), (0, 1)]","[5, 0, 10]",-289,-289,-578,"[5, 0, 10]","[(0, 1), (0, 0), (0, 0)]","[0, 0, 10]",-289,0,-289
