time,state,new_state,total_cost_opt
14,"[20, 20, 5]","[10, 20, 0]",-1681.2771525336773
14,"[20, 20, 10]","[10, 20, 5]",-1734.0
14,"[20, 20, 15]","[10, 20, 10]",-1734.0
14,"[20, 20, 20]","[10, 20, 15]",-1734.0
15,"[0, 0, 0]","[0, 0, 0]",929.7118114841635
15,"[0, 0, 5]","[0, 0, 5]",876.9889640178408
15,"[0, 0, 10]","[0, 0, 10]",876.9889640178408
15,"[0, 0, 15]","[0, 0, 15]",876.9889640178408
15,"[0, 0, 20]","[0, 0, 20]",876.9889640178408
15,"[0, 5, 0]","[0, 5, 0]",929.7118114841635
15,"[0, 5, 5]","[0, 5, 5]",876.9889640178408
15,"[0, 5, 10]","[0, 5, 10]",876.9889640178408
15,"[0, 5, 15]","[0, 5, 15]",876.9889640178408
15,"[0, 5, 20]","[0, 5, 20]",876.9889640178408
15,"[0, 10, 0]","[0, 10, 0]",929.7118114841635
15,"[0, 10, 5]","[0, 10, 5]",876.9889640178408
15,"[0, 10, 10]","[0, 10, 10]",876.9889640178408
15,"[0, 10, 15]","[0, 10, 15]",876.9889640178408
15,"[0, 10, 20]","[0, 10, 20]",876.9889640178408
15,"[0, 15, 0]","[0, 15, 0]",929.7118114841635
15,"[0, 15, 5]","[0, 15, 5]",876.9889640178408
15,"[0, 15, 10]","[0, 15, 10]",876.9889640178408
15,"[0, 15, 15]","[0, 15, 15]",876.9889640178408
15,"[0, 15, 20]","[0, 15, 20]",876.9889640178408
15,"[0, 20, 0]","[0, 20, 0]",929.7118114841635
15,"[0, 20, 5]","[0, 20, 5]",876.9889640178408
15,"[0, 20, 10]","[0, 20, 10]",876.9889640178408
15,"[0, 20, 15]","[0, 20, 15]",876.9889640178408
15,"[0, 20, 20]","[0, 20, 20]",876.9889640178408
15,"[5, 0, 0]","[0, 0, 0]",-804.2881885158365
15,"[5, 0, 5]","[0, 0, 5]",-857.0110359821592
15,"[5, 0, 10]","[0, 0, 10]",-857.0110359821592
15,"[5, 0, 15]","[0, 0, 15]",-857.0110359821592
15,"[5, 0, 20]","[0, 0, 20]",-857.0110359821592
15,"[5, 5, 0]","[0, 5, 0]",-804.2881885158365
15,"[5, 5, 5]","[0, 5, 5]",-857.0110359821592
15,"[5, 5, 10]","[0, 5, 10]",-857.0110359821592
15,"[5, 5, 15]","[0, 5, 15]",-857.0110359821592
15,"[5, 5, 20]","[0, 5, 20]",-857.0110359821592
15,"[5, 10, 0]","[0, 10, 0]",-804.2881885158365
15,"[5, 10, 5]","[0, 10, 5]",-857.0110359821592
15,"[5, 10, 10]","[0, 10, 10]",-857.0110359821592
15,"[5, 10, 15]","[0, 10, 15]",-857.0110359821592
15,"[5, 10, 20]","[0, 10, 20]",-857.0110359821592
15,"[5, 15, 0]","[0, 15, 0]",-804.2881885158365
15,"[5, 15, 5]","[0, 15, 5]",-857.0110359821592
15,"[5, 15, 10]","[0, 15, 10]",-857.0110359821592
15,"[5, 15, 15]","[0, 15, 15]",-857.0110359821592
15,"[5, 15, 20]","[0, 15, 20]",-857.0110359821592
15,"[5, 20, 0]","[0, 20, 0]",-804.2881885158365
15,"[5, 20, 5]","[0, 20, 5]",-857.0110359821592
15,"[5, 20, 10]","[0, 20, 10]",-857.0110359821592
15,"[5, 20, 15]","[0, 20, 15]",-857.0110359821592
15,"[5, 20, 20]","[0, 20, 20]",-857.0110359821592
15,"[10, 0, 0]","[5, 0, 0]",-814.2771525336773
15,"[10, 0, 5]","[5, 0, 5]",-867.0
15,"[10, 0, 10]","[5, 0, 10]",-867.0
15,"[10, 0, 15]","[5, 0, 15]",-867.0
15,"[10, 0, 20]","[5, 0, 20]",-867.0
15,"[10, 5, 0]","[5, 5, 0]",-814.2771525336773
15,"[10, 5, 5]","[5, 5, 5]",-867.0
15,"[10, 5, 10]","[5, 5, 10]",-867.0
15,"[10, 5, 15]","[5, 5, 15]",-867.0
15,"[10, 5, 20]","[5, 5, 20]",-867.0
15,"[10, 10, 0]","[5, 10, 0]",-814.2771525336773
15,"[10, 10, 5]","[5, 10, 5]",-867.0
15,"[10, 10, 10]","[5, 10, 10]",-867.0
15,"[10, 10, 15]","[5, 10, 15]",-867.0
15,"[10, 10, 20]","[5, 10, 20]",-867.0
15,"[10, 15, 0]","[5, 15, 0]",-814.2771525336773
15,"[10, 15, 5]","[5, 15, 5]",-867.0
15,"[10, 15, 10]","[5, 15, 10]",-867.0
15,"[10, 15, 15]","[5, 15, 15]",-867.0
15,"[10, 15, 20]","[5, 15, 20]",-867.0
15,"[10, 20, 0]","[5, 20, 0]",-814.2771525336773
15,"[10, 20, 5]","[5, 20, 5]",-867.0
15,"[10, 20, 10]","[5, 20, 10]",-867.0
15,"[10, 20, 15]","[5, 20, 15]",-867.0
15,"[10, 20, 20]","[5, 20, 20]",-867.0
15,"[15, 0, 0]","[10, 0, 0]",-814.2771525336773
15,"[15, 0, 5]","[10, 0, 5]",-867.0
15,"[15, 0, 10]","[10, 0, 10]",-867.0
15,"[15, 0, 15]","[10, 0, 15]",-867.0
15,"[15, 0, 20]","[10, 0, 20]",-867.0
15,"[15, 5, 0]","[10, 5, 0]",-814.2771525336773
15,"[15, 5, 5]","[10, 5, 5]",-867.0
15,"[15, 5, 10]","[10, 5, 10]",-867.0
15,"[15, 5, 15]","[10, 5, 15]",-867.0
15,"[15, 5, 20]","[10, 5, 20]",-867.0
15,"[15, 10, 0]","[10, 10, 0]",-814.2771525336773
15,"[15, 10, 5]","[10, 10, 5]",-867.0
15,"[15, 10, 10]","[10, 10, 10]",-867.0
15,"[15, 10, 15]","[10, 10, 15]",-867.0
15,"[15, 10, 20]","[10, 10, 20]",-867.0
15,"[15, 15, 0]","[10, 15, 0]",-814.2771525336773
15,"[15, 15, 5]","[10, 15, 5]",-867.0
15,"[15, 15, 10]","[10, 15, 10]",-867.0
15,"[15, 15, 15]","[10, 15, 15]",-867.0
15,"[15, 15, 20]","[10, 15, 20]",-867.0
15,"[15, 20, 0]","[10, 20, 0]",-814.2771525336773
15,"[15, 20, 5]","[10, 20, 5]",-867.0
15,"[15, 20, 10]","[10, 20, 10]",-867.0
15,"[15, 20, 15]","[10, 20, 15]",-867.0
15,"[15, 20, 20]","[10, 20, 20]",-867.0
15,"[20, 0, 0]","[15, 0, 0]",-814.2771525336773
15,"[20, 0, 5]","[15, 0, 5]",-867.0
15,"[20, 0, 10]","[15, 0, 10]",-867.0
15,"[20, 0, 15]","[15, 0, 15]",-867.0
15,"[20, 0, 20]","[15, 0, 20]",-867.0
15,"[20, 5, 0]","[15, 5, 0]",-814.2771525336773
15,"[20, 5, 5]","[15, 5, 5]",-867.0
15,"[20, 5, 10]","[15, 5, 10]",-867.0
15,"[20, 5, 15]","[15, 5, 15]",-867.0
15,"[20, 5, 20]","[15, 5, 20]",-867.0
15,"[20, 10, 0]","[15, 10, 0]",-814.2771525336773
15,"[20, 10, 5]","[15, 10, 5]",-867.0
15,"[20, 10, 10]","[15, 10, 10]",-867.0
15,"[20, 10, 15]","[15, 10, 15]",-867.0
15,"[20, 10, 20]","[15, 10, 20]",-867.0
15,"[20, 15, 0]","[15, 15, 0]",-814.2771525336773
15,"[20, 15, 5]","[15, 15, 5]",-867.0
15,"[20, 15, 10]","[15, 15, 10]",-867.0
15,"[20, 15, 15]","[15, 15, 15]",-867.0
15,"[20, 15, 20]","[15, 15, 20]",-867.0
15,"[20, 20, 0]","[15, 20, 0]",-814.2771525336773
15,"[20, 20, 5]","[15, 20, 5]",-867.0
15,"[20, 20, 10]","[15, 20, 10]",-867.0
15,"[20, 20, 15]","[15, 20, 15]",-867.0
15,"[20, 20, 20]","[15, 20, 20]",-867.0
16,"[0, 0, 0]","[0, 0, 0]",-515.2881885158365
16,"[0, 0, 5]","[0, 0, 5]",-568.0110359821592
16,"[0, 0, 10]","[0, 0, 10]",-568.0110359821592
16,"[0, 0, 15]","[0, 0, 15]",-568.0110359821592
16,"[0, 0, 20]","[0, 0, 20]",-568.0110359821592
16,"[0, 5, 0]","[0, 5, 0]",-515.2881885158365
16,"[0, 5, 5]","[0, 5, 5]",-568.0110359821592
16,"[0, 5, 10]","[0, 5, 10]",-568.0110359821592
16,"[0, 5, 15]","[0, 5, 15]",-568.0110359821592
16,"[0, 5, 20]","[0, 5, 20]",-568.0110359821592
16,"[0, 10, 0]","[0, 10, 0]",-515.2881885158365
16,"[0, 10, 5]","[0, 10, 5]",-568.0110359821592
16,"[0, 10, 10]","[0, 10, 10]",-568.0110359821592
16,"[0, 10, 15]","[0, 10, 15]",-568.0110359821592
16,"[0, 10, 20]","[0, 10, 20]",-568.0110359821592
16,"[0, 15, 0]","[0, 15, 0]",-515.2881885158365
16,"[0, 15, 5]","[0, 15, 5]",-568.0110359821592
16,"[0, 15, 10]","[0, 15, 10]",-568.0110359821592
16,"[0, 15, 15]","[0, 15, 15]",-568.0110359821592
16,"[0, 15, 20]","[0, 15, 20]",-568.0110359821592
16,"[0, 20, 0]","[0, 20, 0]",-515.2881885158365
16,"[0, 20, 5]","[0, 20, 5]",-568.0110359821592
16,"[0, 20, 10]","[0, 20, 10]",-568.0110359821592
16,"[0, 20, 15]","[0, 20, 15]",-568.0110359821592
16,"[0, 20, 20]","[0, 20, 20]",-568.0110359821592
16,"[5, 0, 0]","[5, 0, 0]",-525.2771525336773
16,"[5, 0, 5]","[5, 0, 5]",-578.0
16,"[5, 0, 10]","[5, 0, 10]",-578.0
16,"[5, 0, 15]","[5, 0, 15]",-578.0
16,"[5, 0, 20]","[5, 0, 20]",-578.0
16,"[5, 5, 0]","[5, 5, 0]",-525.2771525336773
16,"[5, 5, 5]","[5, 5, 5]",-578.0
16,"[5, 5, 10]","[5, 5, 10]",-578.0
16,"[5, 5, 15]","[5, 5, 15]",-578.0
16,"[5, 5, 20]","[5, 5, 20]",-578.0
16,"[5, 10, 0]","[5, 10, 0]",-525.2771525336773
16,"[5, 10, 5]","[5, 10, 5]",-578.0
16,"[5, 10, 10]","[5, 10, 10]",-578.0
16,"[5, 10, 15]","[5, 10, 15]",-578.0
16,"[5, 10, 20]","[5, 10, 20]",-578.0
16,"[5, 15, 0]","[5, 15, 0]",-525.2771525336773
16,"[5, 15, 5]","[5, 15, 5]",-578.0
16,"[5, 15, 10]","[5, 15, 10]",-578.0
16,"[5, 15, 15]","[5, 15, 15]",-578.0
16,"[5, 15, 20]","[5, 15, 20]",-578.0
16,"[5, 20, 0]","[5, 20, 0]",-525.2771525336773
16,"[5, 20, 5]","[5, 20, 5]",-578.0
16,"[5, 20, 10]","[5, 20, 10]",-578.0
16,"[5, 20, 15]","[5, 20, 15]",-578.0
16,"[5, 20, 20]","[5, 20, 20]",-578.0
16,"[10, 0, 0]","[10, 0, 0]",-525.2771525336773
16,"[10, 0, 5]","[10, 0, 5]",-578.0
16,"[10, 0, 10]","[10, 0, 10]",-578.0
16,"[10, 0, 15]","[10, 0, 15]",-578.0
16,"[10, 0, 20]","[10, 0, 20]",-578.0
16,"[10, 5, 0]","[10, 5, 0]",-525.2771525336773
16,"[10, 5, 5]","[10, 5, 5]",-578.0
16,"[10, 5, 10]","[10, 5, 10]",-578.0
16,"[10, 5, 15]","[10, 5, 15]",-578.0
16,"[10, 5, 20]","[10, 5, 20]",-578.0
16,"[10, 10, 0]","[10, 10, 0]",-525.2771525336773
16,"[10, 10, 5]","[10, 10, 5]",-578.0
16,"[10, 10, 10]","[10, 10, 10]",-578.0
16,"[10, 10, 15]","[10, 10, 15]",-578.0
16,"[10, 10, 20]","[10, 10, 20]",-578.0
16,"[10, 15, 0]","[10, 15, 0]",-525.2771525336773
16,"[10, 15, 5]","[10, 15, 5]",-578.0
16,"[10, 15, 10]","[10, 15, 10]",-578.0
16,"[10, 15, 15]","[10, 15, 15]",-578.0
16,"[10, 15, 20]","[10, 15, 20]",-578.0
16,"[10, 20, 0]","[10, 20, 0]",-525.2771525336773
16,"[10, 20, 5]","[10, 20, 5]",-578.0
16,"[10, 20, 10]","[10, 20, 10]",-578.0
16,"[10, 20, 15]","[10, 20, 15]",-578.0
16,"[10, 20, 20]","[10, 20, 20]",-578.0
16,"[15, 0, 0]","[15, 0, 0]",-525.2771525336773
16,"[15, 0, 5]","[15, 0, 5]",-578.0
16,"[15, 0, 10]","[15, 0, 10]",-578.0
16,"[15, 0, 15]","[15, 0, 15]",-578.0
16,"[15, 0, 20]","[15, 0, 20]",-578.0
16,"[15, 5, 0]","[15, 5, 0]",-525.2771525336773
16,"[15, 5, 5]","[15, 5, 5]",-578.0
16,"[15, 5, 10]","[15, 5, 10]",-578.0
16,"[15, 5, 15]","[15, 5, 15]",-578.0
16,"[15, 5, 20]","[15, 5, 20]",-578.0
16,"[15, 10, 0]","[15, 10, 0]",-525.2771525336773
16,"[15, 10, 5]","[15, 10, 5]",-578.0
16,"[15, 10, 10]","[15, 10, 10]",-578.0
16,"[15, 10, 15]","[15, 10, 15]",-578.0
16,"[15, 10, 20]","[15, 10, 20]",-578.0
16,"[15, 15, 0]","[15, 15, 0]",-525.2771525336773
16,"[15, 15, 5]","[15, 15, 5]",-578.0
16,"[15, 15, 10]","[15, 15, 10]",-578.0
16,"[15, 15, 15]","[15, 15, 15]",-578.0
16,"[15, 15, 20]","[15, 15, 20]",-578.0
16,"[15, 20, 0]","[15, 20, 0]",-525.2771525336773
16,"[15, 20, 5]","[15, 20, 5]",-578.0
16,"[15, 20, 10]","[15, 20, 10]",-578.0
16,"[15, 20, 15]","[15, 20, 15]",-578.0
16,"[15, 20, 20]","[15, 20, 20]",-578.0
16,"[20, 0, 0]","[20, 0, 0]",-525.2771525336773
16,"[20, 0, 5]","[20, 0, 5]",-578.0
16,"[20, 0, 10]","[20, 0, 10]",-578.0
16,"[20, 0, 15]","[20, 0, 15]",-578.0
16,"[20, 0, 20]","[20, 0, 20]",-578.0
16,"[20, 5, 0]","[20, 5, 0]",-525.2771525336773
16,"[20, 5, 5]","[20, 5, 5]",-578.0
16,"[20, 5, 10]","[20, 5, 10]",-578.0
16,"[20, 5, 15]","[20, 5, 15]",-578.0
16,"[20, 5, 20]","[20, 5, 20]",-578.0
16,"[20, 10, 0]","[20, 10, 0]",-525.2771525336773
16,"[20, 10, 5]","[20, 10, 5]",-578.0
16,"[20, 10, 10]","[20, 10, 10]",-578.0
16,"[20, 10, 15]","[20, 10, 15]",-578.0
16,"[20, 10, 20]","[20, 10, 20]",-578.0
16,"[20, 15, 0]","[20, 15, 0]",-525.2771525336773
16,"[20, 15, 5]","[20, 15, 5]",-578.0
16,"[20, 15, 10]","[20, 15, 10]",-578.0
16,"[20, 15, 15]","[20, 15, 15]",-578.0
16,"[20, 15, 20]","[20, 15, 20]",-578.0
16,"[20, 20, 0]","[20, 20, 0]",-525.2771525336773
16,"[20, 20, 5]","[20, 20, 5]",-578.0
16,"[20, 20, 10]","[20, 20, 10]",-578.0
16,"[20, 20, 15]","[20, 20, 15]",-578.0
16,"[20, 20, 20]","[20, 20, 20]",-578.0
17,"[0, 0, 0]","[0, 0, 5]",-515.2881885158365
17,"[0, 0, 5]","[0, 0, 5]",-568.0110359821592
17,"[0, 0, 10]","[0, 0, 10]",-568.0110359821592
17,"[0, 0, 15]","[0, 0, 15]",-568.0110359821592
17,"[0, 0, 20]","[0, 0, 20]",-568.0110359821592
17,"[0, 5, 0]","[0, 5, 5]",-515.2881885158365
17,"[0, 5, 5]","[0, 5, 5]",-568.0110359821592
17,"[0, 5, 10]","[0, 5, 10]",-568.0110359821592
17,"[0, 5, 15]","[0, 5, 15]",-568.0110359821592
17,"[0, 5, 20]","[0, 5, 20]",-568.0110359821592
17,"[0, 10, 0]","[0, 10, 5]",-515.2881885158365
17,"[0, 10, 5]","[0, 10, 5]",-568.0110359821592
17,"[0, 10, 10]","[0, 10, 10]",-568.0110359821592
17,"[0, 10, 15]","[0, 10, 15]",-568.0110359821592
17,"[0, 10, 20]","[0, 10, 20]",-568.0110359821592
17,"[0, 15, 0]","[0, 15, 5]",-515.2881885158365
17,"[0, 15, 5]","[0, 15, 5]",-568.0110359821592
17,"[0, 15, 10]","[0, 15, 10]",-568.0110359821592
17,"[0, 15, 15]","[0, 15, 15]",-568.0110359821592
17,"[0, 15, 20]","[0, 15, 20]",-568.0110359821592
17,"[0, 20, 0]","[0, 20, 5]",-515.2881885158365
17,"[0, 20, 5]","[0, 20, 5]",-568.0110359821592
17,"[0, 20, 10]","[0, 20, 10]",-568.0110359821592
17,"[0, 20, 15]","[0, 20, 15]",-568.0110359821592
17,"[0, 20, 20]","[0, 20, 20]",-568.0110359821592
17,"[5, 0, 0]","[5, 0, 5]",-525.2771525336773
17,"[5, 0, 5]","[5, 0, 5]",-578.0
17,"[5, 0, 10]","[5, 0, 10]",-578.0
17,"[5, 0, 15]","[5, 0, 15]",-578.0
17,"[5, 0, 20]","[5, 0, 20]",-578.0
17,"[5, 5, 0]","[5, 5, 5]",-525.2771525336773
17,"[5, 5, 5]","[5, 5, 5]",-578.0
17,"[5, 5, 10]","[5, 5, 10]",-578.0
17,"[5, 5, 15]","[5, 5, 15]",-578.0
17,"[5, 5, 20]","[5, 5, 20]",-578.0
17,"[5, 10, 0]","[5, 10, 5]",-525.2771525336773
17,"[5, 10, 5]","[5, 10, 5]",-578.0
17,"[5, 10, 10]","[5, 10, 10]",-578.0
17,"[5, 10, 15]","[5, 10, 15]",-578.0
17,"[5, 10, 20]","[5, 10, 20]",-578.0
17,"[5, 15, 0]","[5, 15, 5]",-525.2771525336773
17,"[5, 15, 5]","[5, 15, 5]",-578.0
17,"[5, 15, 10]","[5, 15, 10]",-578.0
17,"[5, 15, 15]","[5, 15, 15]",-578.0
17,"[5, 15, 20]","[5, 15, 20]",-578.0
17,"[5, 20, 0]","[5, 20, 5]",-525.2771525336773
17,"[5, 20, 5]","[5, 20, 5]",-578.0
17,"[5, 20, 10]","[5, 20, 10]",-578.0
17,"[5, 20, 15]","[5, 20, 15]",-578.0
17,"[5, 20, 20]","[5, 20, 20]",-578.0
17,"[10, 0, 0]","[10, 0, 5]",-525.2771525336773
17,"[10, 0, 5]","[10, 0, 5]",-578.0
17,"[10, 0, 10]","[10, 0, 10]",-578.0
17,"[10, 0, 15]","[10, 0, 15]",-578.0
17,"[10, 0, 20]","[10, 0, 20]",-578.0
17,"[10, 5, 0]","[10, 5, 5]",-525.2771525336773
17,"[10, 5, 5]","[10, 5, 5]",-578.0
17,"[10, 5, 10]","[10, 5, 10]",-578.0
17,"[10, 5, 15]","[10, 5, 15]",-578.0
17,"[10, 5, 20]","[10, 5, 20]",-578.0
17,"[10, 10, 0]","[10, 10, 5]",-525.2771525336773
17,"[10, 10, 5]","[10, 10, 5]",-578.0
17,"[10, 10, 10]","[10, 10, 10]",-578.0
17,"[10, 10, 15]","[10, 10, 15]",-578.0
17,"[10, 10, 20]","[10, 10, 20]",-578.0
17,"[10, 15, 0]","[10, 15, 5]",-525.2771525336773
17,"[10, 15, 5]","[10, 15, 5]",-578.0
17,"[10, 15, 10]","[10, 15, 10]",-578.0
17,"[10, 15, 15]","[10, 15, 15]",-578.0
17,"[10, 15, 20]","[10, 15, 20]",-578.0
17,"[10, 20, 0]","[10, 20, 5]",-525.2771525336773
17,"[10, 20, 5]","[10, 20, 5]",-578.0
17,"[10, 20, 10]","[10, 20, 10]",-578.0
17,"[10, 20, 15]","[10, 20, 15]",-578.0
17,"[10, 20, 20]","[10, 20, 20]",-578.0
17,"[15, 0, 0]","[15, 0, 5]",-525.2771525336773
17,"[15, 0, 5]","[15, 0, 5]",-578.0
17,"[15, 0, 10]","[15, 0, 10]",-578.0
17,"[15, 0, 15]","[15, 0, 15]",-578.0
17,"[15, 0, 20]","[15, 0, 20]",-578.0
17,"[15, 5, 0]","[15, 5, 5]",-525.2771525336773
17,"[15, 5, 5]","[15, 5, 5]",-578.0
17,"[15, 5, 10]","[15, 5, 10]",-578.0
17,"[15, 5, 15]","[15, 5, 15]",-578.0
17,"[15, 5, 20]","[15, 5, 20]",-578.0
17,"[15, 10, 0]","[15, 10, 5]",-525.2771525336773
17,"[15, 10, 5]","[15, 10, 5]",-578.0
17,"[15, 10, 10]","[15, 10, 10]",-578.0
17,"[15, 10, 15]","[15, 10, 15]",-578.0
17,"[15, 10, 20]","[15, 10, 20]",-578.0
17,"[15, 15, 0]","[15, 15, 5]",-525.2771525336773
17,"[15, 15, 5]","[15, 15, 5]",-578.0
17,"[15, 15, 10]","[15, 15, 10]",-578.0
17,"[15, 15, 15]","[15, 15, 15]",-578.0
17,"[15, 15, 20]","[15, 15, 20]",-578.0
17,"[15, 20, 0]","[15, 20, 5]",-525.2771525336773
17,"[15, 20, 5]","[15, 20, 5]",-578.0
17,"[15, 20, 10]","[15, 20, 10]",-578.0
17,"[15, 20, 15]","[15, 20, 15]",-578.0
17,"[15, 20, 20]","[15, 20, 20]",-578.0
17,"[20, 0, 0]","[20, 0, 5]",-525.2771525336773
17,"[20, 0, 5]","[20, 0, 5]",-578.0
17,"[20, 0, 10]","[20, 0, 10]",-578.0
17,"[20, 0, 15]","[20, 0, 15]",-578.0
17,"[20, 0, 20]","[20, 0, 20]",-578.0
17,"[20, 5, 0]","[20, 5, 5]",-525.2771525336773
17,"[20, 5, 5]","[20, 5, 5]",-578.0
17,"[20, 5, 10]","[20, 5, 10]",-578.0
17,"[20, 5, 15]","[20, 5, 15]",-578.0
17,"[20, 5, 20]","[20, 5, 20]",-578.0
17,"[20, 10, 0]","[20, 10, 5]",-525.2771525336773
17,"[20, 10, 5]","[20, 10, 5]",-578.0
17,"[20, 10, 10]","[20, 10, 10]",-578.0
17,"[20, 10, 15]","[20, 10, 15]",-578.0
17,"[20, 10, 20]","[20, 10, 20]",-578.0
17,"[20, 15, 0]","[20, 15, 5]",-525.2771525336773
17,"[20, 15, 5]","[20, 15, 5]",-578.0
17,"[20, 15, 10]","[20, 15, 10]",-578.0
17,"[20, 15, 15]","[20, 15, 15]",-578.0
17,"[20, 15, 20]","[20, 15, 20]",-578.0
17,"[20, 20, 0]","[20, 20, 5]",-525.2771525336773
17,"[20, 20, 5]","[20, 20, 5]",-578.0
17,"[20, 20, 10]","[20, 20, 10]",-578.0
17,"[20, 20, 15]","[20, 20, 15]",-578.0
17,"[20, 20, 20]","[20, 20, 20]",-578.0
18,"[0, 0, 0]","[5, 0, 0]",1165.9889640178408
18,"[0, 0, 5]","[5, 0, 0]",-568.0110359821592
18,"[0, 0, 10]","[5, 0, 5]",-568.0110359821592
18,"[0, 0, 15]","[5, 0, 10]",-568.0110359821592
18,"[0, 0, 20]","[5, 0, 15]",-568.0110359821592
18,"[0, 5, 0]","[5, 5, 0]",1165.9889640178408
18,"[0, 5, 5]","[5, 5, 0]",-568.0110359821592
18,"[0, 5, 10]","[5, 5, 5]",-568.0110359821592
18,"[0, 5, 15]","[5, 5, 10]",-568.0110359821592
18,"[0, 5, 20]","[5, 5, 15]",-568.0110359821592
18,"[0, 10, 0]","[5, 10, 0]",1165.9889640178408
18,"[0, 10, 5]","[5, 10, 0]",-568.0110359821592
18,"[0, 10, 10]","[5, 10, 5]",-568.0110359821592
18,"[0, 10, 15]","[5, 10, 10]",-568.0110359821592
18,"[0, 10, 20]","[5, 10, 15]",-568.0110359821592
18,"[0, 15, 0]","[5, 15, 0]",1165.9889640178408
18,"[0, 15, 5]","[5, 15, 0]",-568.0110359821592
18,"[0, 15, 10]","[5, 15, 5]",-568.0110359821592
18,"[0, 15, 15]","[5, 15, 10]",-568.0110359821592
18,"[0, 15, 20]","[5, 15, 15]",-568.0110359821592
18,"[0, 20, 0]","[5, 20, 0]",1165.9889640178408
18,"[0, 20, 5]","[5, 20, 0]",-568.0110359821592
18,"[0, 20, 10]","[5, 20, 5]",-568.0110359821592
18,"[0, 20, 15]","[5, 20, 10]",-568.0110359821592
18,"[0, 20, 20]","[5, 20, 15]",-568.0110359821592
18,"[5, 0, 0]","[5, 0, 0]",1156.0
18,"[5, 0, 5]","[5, 0, 0]",-578.0
18,"[5, 0, 10]","[5, 0, 5]",-578.0
18,"[5, 0, 15]","[5, 0, 10]",-578.0
18,"[5, 0, 20]","[5, 0, 15]",-578.0
18,"[5, 5, 0]","[5, 5, 0]",1156.0
18,"[5, 5, 5]","[5, 5, 0]",-578.0
18,"[5, 5, 10]","[5, 5, 5]",-578.0
18,"[5, 5, 15]","[5, 5, 10]",-578.0
18,"[5, 5, 20]","[5, 5, 15]",-578.0
18,"[5, 10, 0]","[5, 10, 0]",1156.0
18,"[5, 10, 5]","[5, 10, 0]",-578.0
18,"[5, 10, 10]","[5, 10, 5]",-578.0
18,"[5, 10, 15]","[5, 10, 10]",-578.0
18,"[5, 10, 20]","[5, 10, 15]",-578.0
18,"[5, 15, 0]","[5, 15, 0]",1156.0
18,"[5, 15, 5]","[5, 15, 0]",-578.0
18,"[5, 15, 10]","[5, 15, 5]",-578.0
18,"[5, 15, 15]","[5, 15, 10]",-578.0
18,"[5, 15, 20]","[5, 15, 15]",-578.0
18,"[5, 20, 0]","[5, 20, 0]",1156.0
18,"[5, 20, 5]","[5, 20, 0]",-578.0
18,"[5, 20, 10]","[5, 20, 5]",-578.0
18,"[5, 20, 15]","[5, 20, 10]",-578.0
18,"[5, 20, 20]","[5, 20, 15]",-578.0
18,"[10, 0, 0]","[10, 0, 0]",1156.0
18,"[10, 0, 5]","[10, 0, 0]",-578.0
18,"[10, 0, 10]","[10, 0, 5]",-578.0
18,"[10, 0, 15]","[10, 0, 10]",-578.0
18,"[10, 0, 20]","[10, 0, 15]",-578.0
18,"[10, 5, 0]","[10, 5, 0]",1156.0
18,"[10, 5, 5]","[10, 5, 0]",-578.0
18,"[10, 5, 10]","[10, 5, 5]",-578.0
18,"[10, 5, 15]","[10, 5, 10]",-578.0
18,"[10, 5, 20]","[10, 5, 15]",-578.0
18,"[10, 10, 0]","[10, 10, 0]",1156.0
18,"[10, 10, 5]","[10, 10, 0]",-578.0
18,"[10, 10, 10]","[10, 10, 5]",-578.0
18,"[10, 10, 15]","[10, 10, 10]",-578.0
18,"[10, 10, 20]","[10, 10, 15]",-578.0
18,"[10, 15, 0]","[10, 15, 0]",1156.0
18,"[10, 15, 5]","[10, 15, 0]",-578.0
18,"[10, 15, 10]","[10, 15, 5]",-578.0
18,"[10, 15, 15]","[10, 15, 10]",-578.0
18,"[10, 15, 20]","[10, 15, 15]",-578.0
18,"[10, 20, 0]","[10, 20, 0]",1156.0
18,"[10, 20, 5]","[10, 20, 0]",-578.0
18,"[10, 20, 10]","[10, 20, 5]",-578.0
18,"[10, 20, 15]","[10, 20, 10]",-578.0
18,"[10, 20, 20]","[10, 20, 15]",-578.0
18,"[15, 0, 0]","[15, 0, 0]",1156.0
18,"[15, 0, 5]","[15, 0, 0]",-578.0
18,"[15, 0, 10]","[15, 0, 5]",-578.0
18,"[15, 0, 15]","[15, 0, 10]",-578.0
18,"[15, 0, 20]","[15, 0, 15]",-578.0
18,"[15, 5, 0]","[15, 5, 0]",1156.0
18,"[15, 5, 5]","[15, 5, 0]",-578.0
18,"[15, 5, 10]","[15, 5, 5]",-578.0
18,"[15, 5, 15]","[15, 5, 10]",-578.0
18,"[15, 5, 20]","[15, 5, 15]",-578.0
18,"[15, 10, 0]","[15, 10, 0]",1156.0
18,"[15, 10, 5]","[15, 10, 0]",-578.0
18,"[15, 10, 10]","[15, 10, 5]",-578.0
18,"[15, 10, 15]","[15, 10, 10]",-578.0
18,"[15, 10, 20]","[15, 10, 15]",-578.0
18,"[15, 15, 0]","[15, 15, 0]",1156.0
18,"[15, 15, 5]","[15, 15, 0]",-578.0
18,"[15, 15, 10]","[15, 15, 5]",-578.0
18,"[15, 15, 15]","[15, 15, 10]",-578.0
18,"[15, 15, 20]","[15, 15, 15]",-578.0
