time,state,new_state,total_cost_opt
11,"[10, 5, 0]","[20, 0, 10]",2115.8617634345264
11,"[10, 5, 5]","[10, 0, 15]",474.51283996330676
11,"[10, 5, 10]","[10, 0, 15]",464.47811097125555
11,"[10, 5, 15]","[20, 0, 10]",361.7923054504246
11,"[10, 5, 20]","[10, 0, 15]",-1279.5566180207952
11,"[10, 10, 0]","[10, 5, 10]",474.3652780716783
11,"[10, 10, 5]","[10, 5, 0]",557.0273905826175
11,"[10, 10, 10]","[20, 5, 5]",361.7923054504246
11,"[10, 10, 15]","[10, 5, 10]",-1279.7041799124236
11,"[10, 10, 20]","[10, 5, 15]",-3013.556618020795
11,"[10, 15, 0]","[10, 10, 10]",474.3652780716783
11,"[10, 15, 5]","[10, 10, 0]",557.0273905826175
11,"[10, 15, 10]","[20, 10, 5]",361.7923054504246
11,"[10, 15, 15]","[10, 10, 10]",-1279.7041799124236
11,"[10, 15, 20]","[10, 10, 15]",-3013.556618020795
11,"[10, 20, 0]","[10, 15, 10]",474.3652780716783
11,"[10, 20, 5]","[10, 15, 0]",557.0273905826175
11,"[10, 20, 10]","[20, 15, 5]",361.7923054504246
11,"[10, 20, 15]","[10, 15, 10]",-1279.7041799124236
11,"[10, 20, 20]","[10, 15, 15]",-3013.556618020795
11,"[15, 0, 0]","[15, 5, 10]",2115.815998460316
11,"[15, 0, 5]","[15, 5, 10]",2105.7812694682652
11,"[15, 0, 10]","[20, 10, 5]",2105.8270344424755
11,"[15, 0, 15]","[15, 5, 10]",361.74654047621425
11,"[15, 0, 20]","[15, 0, 15]",351.7118114841635
11,"[15, 5, 0]","[20, 0, 10]",2105.8270344424755
11,"[15, 5, 5]","[15, 0, 15]",371.78126946826546
11,"[15, 5, 10]","[15, 0, 15]",361.74654047621425
11,"[15, 5, 15]","[20, 0, 10]",351.7575764583737
11,"[15, 5, 20]","[15, 0, 15]",-1382.2881885158365
11,"[15, 10, 0]","[15, 5, 10]",371.78126946826546
11,"[15, 10, 5]","[15, 5, 10]",361.74654047621425
11,"[15, 10, 10]","[20, 5, 5]",351.7575764583737
11,"[15, 10, 15]","[15, 5, 10]",-1382.2881885158365
11,"[15, 10, 20]","[15, 5, 15]",-3116.2881885158367
11,"[15, 15, 0]","[15, 10, 10]",371.78126946826546
11,"[15, 15, 5]","[15, 10, 10]",361.74654047621425
11,"[15, 15, 10]","[20, 10, 5]",351.7575764583737
11,"[15, 15, 15]","[15, 10, 10]",-1382.2881885158365
11,"[15, 15, 20]","[15, 10, 15]",-3116.2881885158367
11,"[15, 20, 0]","[15, 15, 10]",371.78126946826546
11,"[15, 20, 5]","[15, 15, 10]",361.74654047621425
11,"[15, 20, 10]","[20, 15, 5]",351.7575764583737
11,"[15, 20, 15]","[15, 15, 10]",-1382.2881885158365
11,"[15, 20, 20]","[15, 15, 15]",-3116.2881885158367
11,"[20, 0, 0]","[20, 5, 10]",2105.8270344424755
11,"[20, 0, 5]","[20, 5, 10]",2095.7923054504245
11,"[20, 0, 10]","[20, 10, 5]",2095.7923054504245
11,"[20, 0, 15]","[20, 5, 10]",351.7575764583735
11,"[20, 0, 20]","[20, 0, 15]",341.7228474663227
11,"[20, 5, 0]","[20, 0, 10]",2095.7923054504245
11,"[20, 5, 5]","[20, 0, 15]",361.7923054504247
11,"[20, 5, 10]","[20, 0, 15]",351.7575764583735
11,"[20, 5, 15]","[20, 0, 10]",341.7228474663227
11,"[20, 5, 20]","[20, 0, 15]",-1392.2771525336773
11,"[20, 10, 0]","[20, 5, 10]",361.7923054504247
11,"[20, 10, 5]","[20, 5, 10]",351.7575764583735
11,"[20, 10, 10]","[20, 5, 5]",341.7228474663227
11,"[20, 10, 15]","[20, 5, 10]",-1392.2771525336773
11,"[20, 10, 20]","[20, 5, 15]",-3126.2771525336775
11,"[20, 15, 0]","[20, 10, 10]",361.7923054504247
11,"[20, 15, 5]","[20, 10, 10]",351.7575764583735
11,"[20, 15, 10]","[20, 10, 5]",341.7228474663227
11,"[20, 15, 15]","[20, 10, 10]",-1392.2771525336773
11,"[20, 15, 20]","[20, 10, 15]",-3126.2771525336775
11,"[20, 20, 0]","[20, 15, 10]",361.7923054504247
11,"[20, 20, 5]","[20, 15, 10]",351.7575764583735
11,"[20, 20, 10]","[20, 15, 5]",341.7228474663227
11,"[20, 20, 15]","[20, 15, 10]",-1392.2771525336773
11,"[20, 20, 20]","[20, 15, 15]",-3126.2771525336775
12,"[0, 0, 0]","[5, 0, 5]",3074.3429696810713
12,"[0, 0, 5]","[5, 0, 5]",2971.758961077659
12,"[0, 0, 10]","[10, 0, 0]",1237.6113991860304
12,"[0, 0, 15]","[5, 0, 5]",-496.24103892234143
12,"[0, 0, 20]","[5, 0, 10]",-548.9638863886642
12,"[0, 5, 0]","[5, 0, 5]",1340.3429696810713
12,"[0, 5, 5]","[5, 0, 5]",1237.7589610776586
12,"[0, 5, 10]","[10, 0, 0]",-496.3886008139697
12,"[0, 5, 15]","[5, 0, 5]",-2230.2410389223414
12,"[0, 5, 20]","[5, 0, 10]",-2282.963886388664
12,"[0, 10, 0]","[5, 5, 5]",1340.3429696810713
12,"[0, 10, 5]","[5, 5, 5]",1237.7589610776586
12,"[0, 10, 10]","[10, 5, 0]",-496.3886008139697
12,"[0, 10, 15]","[5, 5, 5]",-2230.2410389223414
12,"[0, 10, 20]","[5, 5, 10]",-2282.963886388664
12,"[0, 15, 0]","[5, 10, 5]",1340.3429696810713
12,"[0, 15, 5]","[5, 10, 5]",1237.7589610776586
12,"[0, 15, 10]","[10, 10, 0]",-496.3886008139697
12,"[0, 15, 15]","[5, 10, 5]",-2230.2410389223414
12,"[0, 15, 20]","[5, 10, 10]",-2282.963886388664
12,"[0, 20, 0]","[5, 15, 5]",1340.3429696810713
12,"[0, 20, 5]","[5, 15, 5]",1237.7589610776586
12,"[0, 20, 10]","[10, 15, 0]",-496.3886008139697
12,"[0, 20, 15]","[5, 15, 5]",-2230.2410389223414
12,"[0, 20, 20]","[5, 15, 10]",-2282.963886388664
12,"[5, 0, 0]","[5, 0, 5]",2971.758961077659
12,"[5, 0, 5]","[5, 0, 5]",2869.174952474246
12,"[5, 0, 10]","[15, 0, 0]",1134.8798286909891
12,"[5, 0, 15]","[5, 0, 5]",-598.8250475257541
12,"[5, 0, 20]","[5, 0, 10]",-651.5478949920769
12,"[5, 5, 0]","[5, 0, 5]",1237.7589610776586
12,"[5, 5, 5]","[5, 0, 5]",1135.1749524742459
12,"[5, 5, 10]","[15, 0, 0]",-599.1201713090109
12,"[5, 5, 15]","[5, 0, 5]",-2332.825047525754
12,"[5, 5, 20]","[5, 0, 10]",-2385.547894992077
12,"[5, 10, 0]","[5, 5, 5]",1237.7589610776586
12,"[5, 10, 5]","[5, 5, 5]",1135.1749524742459
12,"[5, 10, 10]","[15, 5, 0]",-599.1201713090109
12,"[5, 10, 15]","[5, 5, 5]",-2332.825047525754
12,"[5, 10, 20]","[5, 5, 10]",-2385.547894992077
12,"[5, 15, 0]","[5, 10, 5]",1237.7589610776586
12,"[5, 15, 5]","[5, 10, 5]",1135.1749524742459
12,"[5, 15, 10]","[15, 10, 0]",-599.1201713090109
12,"[5, 15, 15]","[5, 10, 5]",-2332.825047525754
12,"[5, 15, 20]","[5, 10, 10]",-2385.547894992077
12,"[5, 20, 0]","[5, 15, 5]",1237.7589610776586
12,"[5, 20, 5]","[5, 15, 5]",1135.1749524742459
12,"[5, 20, 10]","[15, 15, 0]",-599.1201713090109
12,"[5, 20, 15]","[5, 15, 5]",-2332.825047525754
12,"[5, 20, 20]","[5, 15, 10]",-2385.547894992077
12,"[10, 0, 0]","[10, 0, 5]",2869.027390582618
12,"[10, 0, 5]","[10, 0, 5]",2766.443381979205
12,"[10, 0, 10]","[15, 0, 0]",1032.2958200875762
12,"[10, 0, 15]","[10, 0, 5]",-701.5566180207952
12,"[10, 0, 20]","[10, 0, 10]",-754.2794654871179
12,"[10, 5, 0]","[10, 0, 5]",1135.0273905826175
12,"[10, 5, 5]","[10, 0, 5]",1032.4433819792048
12,"[10, 5, 10]","[15, 0, 0]",-701.7041799124237
12,"[10, 5, 15]","[10, 0, 5]",-2435.556618020795
12,"[10, 5, 20]","[10, 0, 10]",-2488.2794654871177
12,"[10, 10, 0]","[10, 5, 5]",1135.0273905826175
12,"[10, 10, 5]","[10, 5, 5]",1032.4433819792048
12,"[10, 10, 10]","[15, 5, 0]",-701.7041799124237
12,"[10, 10, 15]","[10, 5, 5]",-2435.556618020795
12,"[10, 10, 20]","[10, 5, 10]",-2488.2794654871177
12,"[10, 15, 0]","[10, 10, 5]",1135.0273905826175
12,"[10, 15, 5]","[10, 10, 5]",1032.4433819792048
12,"[10, 15, 10]","[15, 10, 0]",-701.7041799124237
12,"[10, 15, 15]","[10, 10, 5]",-2435.556618020795
12,"[10, 15, 20]","[10, 10, 10]",-2488.2794654871177
12,"[10, 20, 0]","[10, 15, 5]",1135.0273905826175
12,"[10, 20, 5]","[10, 15, 5]",1032.4433819792048
12,"[10, 20, 10]","[15, 15, 0]",-701.7041799124237
12,"[10, 20, 15]","[10, 15, 5]",-2435.556618020795
12,"[10, 20, 20]","[10, 15, 10]",-2488.2794654871177
12,"[15, 0, 0]","[15, 0, 0]",4397.711811484163
12,"[15, 0, 5]","[15, 0, 5]",2663.7118114841633
12,"[15, 0, 10]","[15, 0, 0]",929.7118114841635
12,"[15, 0, 15]","[15, 0, 5]",-804.2881885158365
12,"[15, 0, 20]","[15, 0, 10]",-857.0110359821592
12,"[15, 5, 0]","[15, 0, 0]",2663.7118114841633
12,"[15, 5, 5]","[15, 0, 5]",929.7118114841635
12,"[15, 5, 10]","[15, 0, 0]",-804.2881885158365
12,"[15, 5, 15]","[15, 0, 5]",-2538.2881885158367
12,"[15, 5, 20]","[15, 0, 10]",-2591.0110359821592
12,"[15, 10, 0]","[15, 5, 0]",2663.7118114841633
12,"[15, 10, 5]","[15, 5, 5]",929.7118114841635
12,"[15, 10, 10]","[15, 5, 0]",-804.2881885158365
12,"[15, 10, 15]","[15, 5, 5]",-2538.2881885158367
12,"[15, 10, 20]","[15, 5, 10]",-2591.0110359821592
12,"[15, 15, 0]","[15, 10, 0]",2663.7118114841633
12,"[15, 15, 5]","[15, 10, 5]",929.7118114841635
12,"[15, 15, 10]","[15, 10, 0]",-804.2881885158365
12,"[15, 15, 15]","[15, 10, 5]",-2538.2881885158367
12,"[15, 15, 20]","[15, 10, 10]",-2591.0110359821592
12,"[15, 20, 0]","[15, 15, 0]",2663.7118114841633
12,"[15, 20, 5]","[15, 15, 5]",929.7118114841635
12,"[15, 20, 10]","[15, 15, 0]",-804.2881885158365
12,"[15, 20, 15]","[15, 15, 5]",-2538.2881885158367
12,"[15, 20, 20]","[15, 15, 10]",-2591.0110359821592
12,"[20, 0, 0]","[20, 0, 0]",4387.7228474663225
12,"[20, 0, 5]","[20, 0, 5]",2653.7228474663225
12,"[20, 0, 10]","[20, 0, 0]",919.7228474663227
12,"[20, 0, 15]","[20, 0, 5]",-814.2771525336773
12,"[20, 0, 20]","[20, 0, 10]",-867.0
12,"[20, 5, 0]","[20, 0, 0]",2653.7228474663225
12,"[20, 5, 5]","[20, 0, 5]",919.7228474663227
12,"[20, 5, 10]","[20, 0, 0]",-814.2771525336773
12,"[20, 5, 15]","[20, 0, 5]",-2548.2771525336775
12,"[20, 5, 20]","[20, 0, 10]",-2601.0
12,"[20, 10, 0]","[20, 5, 0]",2653.7228474663225
12,"[20, 10, 5]","[20, 5, 5]",919.7228474663227
12,"[20, 10, 10]","[20, 5, 0]",-814.2771525336773
12,"[20, 10, 15]","[20, 5, 5]",-2548.2771525336775
12,"[20, 10, 20]","[20, 5, 10]",-2601.0
12,"[20, 15, 0]","[20, 10, 0]",2653.7228474663225
12,"[20, 15, 5]","[20, 10, 5]",919.7228474663227
12,"[20, 15, 10]","[20, 10, 0]",-814.2771525336773
12,"[20, 15, 15]","[20, 10, 5]",-2548.2771525336775
12,"[20, 15, 20]","[20, 10, 10]",-2601.0
12,"[20, 20, 0]","[20, 15, 0]",2653.7228474663225
12,"[20, 20, 5]","[20, 15, 5]",919.7228474663227
12,"[20, 20, 10]","[20, 15, 0]",-814.2771525336773
12,"[20, 20, 15]","[20, 15, 5]",-2548.2771525336775
12,"[20, 20, 20]","[20, 15, 10]",-2601.0
13,"[0, 0, 0]","[10, 10, 10]",881.8554825838888
13,"[0, 0, 5]","[10, 0, 10]",573.6607710987652
13,"[0, 0, 10]","[10, 0, 15]",573.6607710987652
13,"[0, 0, 15]","[10, 0, 15]",470.9292006037239
13,"[0, 0, 20]","[10, 10, 20]",676.3923415938063
13,"[0, 5, 0]","[10, 15, 10]",754.1169347859884
13,"[0, 5, 5]","[10, 5, 10]",573.6607710987652
13,"[0, 5, 10]","[10, 5, 15]",573.6607710987652
13,"[0, 5, 15]","[10, 5, 15]",470.9292006037239
13,"[0, 5, 20]","[10, 15, 20]",548.6537937959059
13,"[0, 10, 0]","[10, 20, 5]",576.3696639593695
13,"[0, 10, 5]","[10, 20, 5]",473.63809346432834
13,"[0, 10, 10]","[10, 20, 10]",420.9152459980056
13,"[0, 10, 15]","[10, 20, 15]",420.9152459980056
13,"[0, 10, 20]","[10, 20, 20]",420.9152459980056
13,"[0, 15, 0]","[10, 20, 5]",473.63809346432834
13,"[0, 15, 5]","[10, 20, 5]",370.90652296928715
13,"[0, 15, 10]","[10, 20, 10]",318.18367550296443
13,"[0, 15, 15]","[10, 20, 15]",318.18367550296443
13,"[0, 15, 20]","[10, 20, 20]",318.18367550296443
13,"[0, 20, 0]","[10, 20, 5]",370.90652296928715
13,"[0, 20, 5]","[10, 20, 5]",268.1749524742459
13,"[0, 20, 10]","[10, 20, 10]",215.4521050079232
13,"[0, 20, 15]","[10, 20, 15]",215.4521050079232
13,"[0, 20, 20]","[10, 20, 20]",215.4521050079232
13,"[5, 0, 0]","[15, 0, 0]",268.1749524742459
13,"[5, 0, 5]","[15, 0, 5]",-1465.8250475257541
13,"[5, 0, 10]","[15, 0, 10]",-1518.5478949920769
13,"[5, 0, 15]","[15, 0, 15]",-1518.5478949920769
13,"[5, 0, 20]","[15, 0, 20]",-1518.5478949920769
13,"[5, 5, 0]","[15, 5, 0]",268.1749524742459
13,"[5, 5, 5]","[15, 5, 5]",-1465.8250475257541
13,"[5, 5, 10]","[15, 5, 10]",-1518.5478949920769
13,"[5, 5, 15]","[15, 5, 15]",-1518.5478949920769
13,"[5, 5, 20]","[15, 5, 20]",-1518.5478949920769
13,"[5, 10, 0]","[15, 10, 0]",268.1749524742459
13,"[5, 10, 5]","[15, 10, 5]",-1465.8250475257541
13,"[5, 10, 10]","[15, 10, 10]",-1518.5478949920769
13,"[5, 10, 15]","[15, 10, 15]",-1518.5478949920769
13,"[5, 10, 20]","[15, 10, 20]",-1518.5478949920769
13,"[5, 15, 0]","[15, 15, 0]",268.1749524742459
13,"[5, 15, 5]","[15, 15, 5]",-1465.8250475257541
13,"[5, 15, 10]","[15, 15, 10]",-1518.5478949920769
13,"[5, 15, 15]","[15, 15, 15]",-1518.5478949920769
13,"[5, 15, 20]","[15, 15, 20]",-1518.5478949920769
13,"[5, 20, 0]","[10, 20, 5]",268.1749524742459
13,"[5, 20, 5]","[10, 20, 5]",165.4433819792047
13,"[5, 20, 10]","[10, 20, 10]",112.72053451288198
13,"[5, 20, 15]","[10, 20, 15]",112.72053451288198
13,"[5, 20, 20]","[10, 20, 20]",112.72053451288198
13,"[10, 0, 0]","[15, 0, 0]",165.4433819792047
13,"[10, 0, 5]","[15, 0, 5]",-1568.5566180207952
13,"[10, 0, 10]","[15, 0, 10]",-1621.279465487118
13,"[10, 0, 15]","[15, 0, 15]",-1621.279465487118
13,"[10, 0, 20]","[15, 0, 20]",-1621.279465487118
13,"[10, 5, 0]","[15, 5, 0]",165.4433819792047
13,"[10, 5, 5]","[15, 5, 5]",-1568.5566180207952
13,"[10, 5, 10]","[15, 5, 10]",-1621.279465487118
13,"[10, 5, 15]","[15, 5, 15]",-1621.279465487118
13,"[10, 5, 20]","[15, 5, 20]",-1621.279465487118
13,"[10, 10, 0]","[15, 10, 0]",165.4433819792047
13,"[10, 10, 5]","[15, 10, 5]",-1568.5566180207952
13,"[10, 10, 10]","[15, 10, 10]",-1621.279465487118
13,"[10, 10, 15]","[15, 10, 15]",-1621.279465487118
13,"[10, 10, 20]","[15, 10, 20]",-1621.279465487118
13,"[10, 15, 0]","[15, 15, 0]",165.4433819792047
13,"[10, 15, 5]","[15, 15, 5]",-1568.5566180207952
13,"[10, 15, 10]","[15, 15, 10]",-1621.279465487118
13,"[10, 15, 15]","[15, 15, 15]",-1621.279465487118
13,"[10, 15, 20]","[15, 15, 20]",-1621.279465487118
13,"[10, 20, 0]","[10, 20, 5]",165.4433819792047
13,"[10, 20, 5]","[10, 20, 5]",62.71181148416349
13,"[10, 20, 10]","[10, 20, 10]",9.988964017840772
13,"[10, 20, 15]","[10, 20, 15]",9.988964017840772
13,"[10, 20, 20]","[10, 20, 20]",9.988964017840772
13,"[15, 0, 0]","[15, 0, 0]",62.71181148416349
13,"[15, 0, 5]","[15, 0, 5]",-1671.2881885158365
13,"[15, 0, 10]","[15, 0, 10]",-1724.0110359821592
13,"[15, 0, 15]","[15, 0, 15]",-1724.0110359821592
13,"[15, 0, 20]","[15, 0, 20]",-1724.0110359821592
13,"[15, 5, 0]","[15, 5, 0]",62.71181148416349
13,"[15, 5, 5]","[15, 5, 5]",-1671.2881885158365
13,"[15, 5, 10]","[15, 5, 10]",-1724.0110359821592
13,"[15, 5, 15]","[15, 5, 15]",-1724.0110359821592
13,"[15, 5, 20]","[15, 5, 20]",-1724.0110359821592
13,"[15, 10, 0]","[15, 10, 0]",62.71181148416349
13,"[15, 10, 5]","[15, 10, 5]",-1671.2881885158365
13,"[15, 10, 10]","[15, 10, 10]",-1724.0110359821592
13,"[15, 10, 15]","[15, 10, 15]",-1724.0110359821592
13,"[15, 10, 20]","[15, 10, 20]",-1724.0110359821592
13,"[15, 15, 0]","[15, 15, 0]",62.71181148416349
13,"[15, 15, 5]","[15, 15, 5]",-1671.2881885158365
13,"[15, 15, 10]","[15, 15, 10]",-1724.0110359821592
13,"[15, 15, 15]","[15, 15, 15]",-1724.0110359821592
13,"[15, 15, 20]","[15, 15, 20]",-1724.0110359821592
13,"[15, 20, 0]","[15, 20, 0]",62.71181148416349
13,"[15, 20, 5]","[15, 20, 5]",-1671.2881885158365
13,"[15, 20, 10]","[15, 20, 10]",-1724.0110359821592
13,"[15, 20, 15]","[15, 20, 15]",-1724.0110359821592
13,"[15, 20, 20]","[15, 20, 20]",-1724.0110359821592
13,"[20, 0, 0]","[20, 0, 0]",52.72284746632272
13,"[20, 0, 5]","[20, 0, 5]",-1681.2771525336773
13,"[20, 0, 10]","[20, 0, 10]",-1734.0
13,"[20, 0, 15]","[20, 0, 15]",-1734.0
13,"[20, 0, 20]","[20, 0, 20]",-1734.0
13,"[20, 5, 0]","[20, 5, 0]",52.72284746632272
13,"[20, 5, 5]","[20, 5, 5]",-1681.2771525336773
13,"[20, 5, 10]","[20, 5, 10]",-1734.0
13,"[20, 5, 15]","[20, 5, 15]",-1734.0
13,"[20, 5, 20]","[20, 5, 20]",-1734.0
13,"[20, 10, 0]","[20, 10, 0]",52.72284746632272
13,"[20, 10, 5]","[20, 10, 5]",-1681.2771525336773
13,"[20, 10, 10]","[20, 10, 10]",-1734.0
13,"[20, 10, 15]","[20, 10, 15]",-1734.0
13,"[20, 10, 20]","[20, 10, 20]",-1734.0
13,"[20, 15, 0]","[20, 15, 0]",52.72284746632272
13,"[20, 15, 5]","[20, 15, 5]",-1681.2771525336773
13,"[20, 15, 10]","[20, 15, 10]",-1734.0
13,"[20, 15, 15]","[20, 15, 15]",-1734.0
13,"[20, 15, 20]","[20, 15, 20]",-1734.0
13,"[20, 20, 0]","[20, 20, 0]",52.72284746632272
13,"[20, 20, 5]","[20, 20, 5]",-1681.2771525336773
13,"[20, 20, 10]","[20, 20, 10]",-1734.0
13,"[20, 20, 15]","[20, 20, 15]",-1734.0
13,"[20, 20, 20]","[20, 20, 20]",-1734.0
14,"[0, 0, 0]","[5, 0, 0]",3658.450359282064
14,"[0, 0, 5]","[5, 0, 0]",1924.4503592820636
14,"[0, 0, 10]","[5, 0, 5]",1871.7275118157409
14,"[0, 0, 15]","[5, 0, 10]",1871.7275118157409
14,"[0, 0, 20]","[5, 0, 15]",1871.7275118157409
14,"[0, 5, 0]","[5, 5, 0]",3658.450359282064
14,"[0, 5, 5]","[5, 5, 0]",1924.4503592820636
14,"[0, 5, 10]","[5, 5, 5]",1871.7275118157409
14,"[0, 5, 15]","[5, 5, 10]",1871.7275118157409
14,"[0, 5, 20]","[5, 5, 15]",1871.7275118157409
14,"[0, 10, 0]","[5, 10, 0]",3658.450359282064
14,"[0, 10, 5]","[5, 10, 0]",1924.4503592820636
14,"[0, 10, 10]","[5, 10, 5]",1871.7275118157409
14,"[0, 10, 15]","[5, 10, 10]",1871.7275118157409
14,"[0, 10, 20]","[5, 10, 15]",1871.7275118157409
14,"[0, 15, 0]","[5, 15, 0]",3658.450359282064
14,"[0, 15, 5]","[5, 15, 0]",1924.4503592820636
14,"[0, 15, 10]","[5, 15, 5]",1871.7275118157409
14,"[0, 15, 15]","[5, 15, 10]",1871.7275118157409
14,"[0, 15, 20]","[5, 15, 15]",1871.7275118157409
14,"[0, 20, 0]","[5, 20, 0]",3658.450359282064
14,"[0, 20, 5]","[5, 20, 0]",1924.4503592820636
14,"[0, 20, 10]","[5, 20, 5]",1871.7275118157409
14,"[0, 20, 15]","[5, 20, 10]",1871.7275118157409
14,"[0, 20, 20]","[5, 20, 15]",1871.7275118157409
14,"[5, 0, 0]","[5, 0, 0]",3530.7118114841633
14,"[5, 0, 5]","[5, 0, 0]",1796.7118114841635
14,"[5, 0, 10]","[5, 0, 5]",1743.9889640178408
14,"[5, 0, 15]","[5, 0, 10]",1743.9889640178408
14,"[5, 0, 20]","[5, 0, 15]",1743.9889640178408
14,"[5, 5, 0]","[5, 5, 0]",3530.7118114841633
14,"[5, 5, 5]","[5, 5, 0]",1796.7118114841635
14,"[5, 5, 10]","[5, 5, 5]",1743.9889640178408
14,"[5, 5, 15]","[5, 5, 10]",1743.9889640178408
14,"[5, 5, 20]","[5, 5, 15]",1743.9889640178408
14,"[5, 10, 0]","[5, 10, 0]",3530.7118114841633
14,"[5, 10, 5]","[5, 10, 0]",1796.7118114841635
14,"[5, 10, 10]","[5, 10, 5]",1743.9889640178408
14,"[5, 10, 15]","[5, 10, 10]",1743.9889640178408
14,"[5, 10, 20]","[5, 10, 15]",1743.9889640178408
14,"[5, 15, 0]","[5, 15, 0]",3530.7118114841633
14,"[5, 15, 5]","[5, 15, 0]",1796.7118114841635
14,"[5, 15, 10]","[5, 15, 5]",1743.9889640178408
14,"[5, 15, 15]","[5, 15, 10]",1743.9889640178408
14,"[5, 15, 20]","[5, 15, 15]",1743.9889640178408
14,"[5, 20, 0]","[5, 20, 0]",3530.7118114841633
14,"[5, 20, 5]","[5, 20, 0]",1796.7118114841635
14,"[5, 20, 10]","[5, 20, 5]",1743.9889640178408
14,"[5, 20, 15]","[5, 20, 10]",1743.9889640178408
14,"[5, 20, 20]","[5, 20, 15]",1743.9889640178408
14,"[10, 0, 0]","[0, 10, 10]",2254.9431552094425
14,"[10, 0, 5]","[0, 10, 0]",318.1889070799642
14,"[10, 0, 10]","[0, 10, 5]",265.4660596136415
14,"[10, 0, 15]","[0, 10, 10]",265.4660596136415
14,"[10, 0, 20]","[0, 10, 15]",265.4660596136415
14,"[10, 5, 0]","[0, 15, 10]",2254.9431552094425
14,"[10, 5, 5]","[0, 15, 0]",318.1889070799642
14,"[10, 5, 10]","[0, 15, 5]",265.4660596136415
14,"[10, 5, 15]","[0, 15, 10]",265.4660596136415
14,"[10, 5, 20]","[0, 15, 15]",265.4660596136415
14,"[10, 10, 0]","[0, 20, 10]",2254.9431552094425
14,"[10, 10, 5]","[0, 20, 0]",318.1889070799642
14,"[10, 10, 10]","[0, 20, 5]",265.4660596136415
14,"[10, 10, 15]","[0, 20, 10]",265.4660596136415
14,"[10, 10, 20]","[0, 20, 15]",265.4660596136415
14,"[10, 15, 0]","[0, 20, 10]",2127.204607411542
14,"[10, 15, 5]","[0, 20, 0]",190.4503592820638
14,"[10, 15, 10]","[0, 20, 5]",137.72751181574108
14,"[10, 15, 15]","[0, 20, 10]",137.72751181574108
14,"[10, 15, 20]","[0, 20, 15]",137.72751181574108
14,"[10, 20, 0]","[0, 20, 10]",1999.4660596136416
14,"[10, 20, 5]","[0, 20, 0]",62.71181148416349
14,"[10, 20, 10]","[0, 20, 5]",9.988964017840772
14,"[10, 20, 15]","[0, 20, 10]",9.988964017840772
14,"[10, 20, 20]","[0, 20, 15]",9.988964017840772
14,"[15, 0, 0]","[5, 0, 0]",62.71181148416349
14,"[15, 0, 5]","[5, 0, 0]",-1671.2881885158365
14,"[15, 0, 10]","[5, 0, 5]",-1724.0110359821592
14,"[15, 0, 15]","[5, 0, 10]",-1724.0110359821592
14,"[15, 0, 20]","[5, 0, 15]",-1724.0110359821592
14,"[15, 5, 0]","[5, 5, 0]",62.71181148416349
14,"[15, 5, 5]","[5, 5, 0]",-1671.2881885158365
14,"[15, 5, 10]","[5, 5, 5]",-1724.0110359821592
14,"[15, 5, 15]","[5, 5, 10]",-1724.0110359821592
14,"[15, 5, 20]","[5, 5, 15]",-1724.0110359821592
14,"[15, 10, 0]","[5, 10, 0]",62.71181148416349
14,"[15, 10, 5]","[5, 10, 0]",-1671.2881885158365
14,"[15, 10, 10]","[5, 10, 5]",-1724.0110359821592
14,"[15, 10, 15]","[5, 10, 10]",-1724.0110359821592
14,"[15, 10, 20]","[5, 10, 15]",-1724.0110359821592
14,"[15, 15, 0]","[5, 15, 0]",62.71181148416349
14,"[15, 15, 5]","[5, 15, 0]",-1671.2881885158365
14,"[15, 15, 10]","[5, 15, 5]",-1724.0110359821592
14,"[15, 15, 15]","[5, 15, 10]",-1724.0110359821592
14,"[15, 15, 20]","[5, 15, 15]",-1724.0110359821592
14,"[15, 20, 0]","[5, 20, 0]",62.71181148416349
14,"[15, 20, 5]","[5, 20, 0]",-1671.2881885158365
14,"[15, 20, 10]","[5, 20, 5]",-1724.0110359821592
14,"[15, 20, 15]","[5, 20, 10]",-1724.0110359821592
14,"[15, 20, 20]","[5, 20, 15]",-1724.0110359821592
14,"[20, 0, 0]","[10, 0, 0]",52.72284746632272
14,"[20, 0, 5]","[10, 0, 0]",-1681.2771525336773
14,"[20, 0, 10]","[10, 0, 5]",-1734.0
14,"[20, 0, 15]","[10, 0, 10]",-1734.0
14,"[20, 0, 20]","[10, 0, 15]",-1734.0
14,"[20, 5, 0]","[10, 5, 0]",52.72284746632272
14,"[20, 5, 5]","[10, 5, 0]",-1681.2771525336773
14,"[20, 5, 10]","[10, 5, 5]",-1734.0
14,"[20, 5, 15]","[10, 5, 10]",-1734.0
14,"[20, 5, 20]","[10, 5, 15]",-1734.0
14,"[20, 10, 0]","[10, 10, 0]",52.72284746632272
14,"[20, 10, 5]","[10, 10, 0]",-1681.2771525336773
14,"[20, 10, 10]","[10, 10, 5]",-1734.0
14,"[20, 10, 15]","[10, 10, 10]",-1734.0
14,"[20, 10, 20]","[10, 10, 15]",-1734.0
14,"[20, 15, 0]","[10, 15, 0]",52.72284746632272
14,"[20, 15, 5]","[10, 15, 0]",-1681.2771525336773
14,"[20, 15, 10]","[10, 15, 5]",-1734.0
14,"[20, 15, 15]","[10, 15, 10]",-1734.0
14,"[20, 15, 20]","[10, 15, 15]",-1734.0
14,"[20, 20, 0]","[10, 20, 0]",52.72284746632272
