E_given,P_C,Trip,obj
"[70, 70, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 70, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 80, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 80, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 90, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 90, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[70, 100, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[70, 100, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 0, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 0.0 0.0],4000.0
"[80, 0, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 0, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[80, 10, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 10, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 10, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 20, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 20, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 30, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 30, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 40, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 40, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 50, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 50, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 60, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 60, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 70, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 70, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 80, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 80, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 90, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 90, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[80, 100, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[80, 100, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 0, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 0.0 0.0],4000.0
"[90, 0, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 0, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 0.0 0.0; 1.0 -0.0],0.0
"[90, 10, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[90, 10, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 10, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[90, 20, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 20, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[90, 30, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 30, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[90, 40, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 40, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[90, 50, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 50, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 0]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; 0.0 0.0],0.0
"[90, 60, 10]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 20]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 30]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 40]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 50]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 60]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 70]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 80]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 90]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
"[90, 60, 100]","[0.0, 0.0, 0.0]",[0.0 1.0; 1.0 -0.0; -0.0 -0.0],0.0
